source,destination,bitrate
14,27,400
30,0,50
9,19,200
14,3,100
0,19,400
25,27,100
3,15,400
33,22,50
0,9,50
23,36,100
5,14,400
7,13,50
31,22,200
5,36,400
13,0,200
0,14,200
34,5,200
29,6,50
5,17,200
35,1,200
36,15,50
14,9,50
4,13,200
27,7,100
24,23,100
29,3,200
26,20,200
20,19,50
12,28,400
17,0,400
27,12,100
20,11,400
14,1,50
31,8,200
1,33,100
28,30,200
4,23,100
10,35,50
35,9,400
35,18,50
21,33,400
35,21,50
14,24,200
32,10,400
24,29,100
20,0,50
30,5,50
0,26,100
30,33,100
15,23,400
29,23,200
31,14,400
31,11,100
34,0,100
6,32,200
15,7,200
0,18,200
15,21,50
2,35,200
29,12,50
35,20,50
0,24,100
16,11,50
3,1,400
12,9,50
33,34,100
8,4,100
35,10,200
32,28,400
14,26,50
21,32,200
35,7,50
9,29,200
8,18,400
15,30,100
32,34,50
30,8,50
15,19,100
19,0,100
24,18,50
11,7,100
7,10,100
29,12,200
5,29,400
14,29,100
22,11,50
29,5,50
1,36,100
28,5,200
2,6,100
8,19,100
13,26,200
9,12,100
0,26,200
30,5,50
26,23,50
2,28,50
32,0,200
30,24,100
30,23,50
25,9,50
24,13,100
28,30,50
3,8,100
23,27,100
33,12,100
29,14,200
34,18,100
29,32,100
18,2,50
2,22,400
11,32,100
30,28,200
26,33,400
15,19,50
24,26,200
2,22,400
24,33,200
36,34,100
9,21,200
27,16,400
14,16,200
17,6,200
23,33,50
12,29,400
23,13,400
9,33,200
18,27,400
28,11,100
22,20,100
7,2,50
26,31,50
34,32,100
18,13,100
24,1,100
28,27,100
19,14,400
6,18,200
24,6,100
31,23,400
17,8,100
32,35,100
5,15,50
19,22,400
24,34,400
2,31,400
14,21,200
34,8,400
21,31,200
20,12,400
11,30,400
11,36,50
32,15,50
35,13,100
30,21,200
28,16,50
7,1,100
0,16,400
18,25,100
2,28,50
13,17,100
18,4,200
33,10,400
28,5,200
33,29,50
36,22,200
14,36,100
1,25,200
6,8,400
27,12,100
20,32,50
0,35,400
17,21,200
33,34,400
26,14,400
24,19,50
20,2,200
7,35,200
28,20,400
30,32,400
29,3,100
2,29,200
7,36,200
27,19,100
26,33,200
11,27,400
5,29,100
7,20,400
18,2,400
23,0,100
12,18,400
8,30,50
26,24,100
9,36,400
36,24,200
33,34,100
14,9,200
6,21,50
6,27,400
15,14,100
12,23,400
31,28,100
4,11,100
35,20,100
8,36,200
15,1,100
16,12,50
24,1,400
36,19,200
14,1,400
22,23,200
9,0,200
9,0,50
35,8,400
7,29,400
0,16,50
33,11,50
13,35,100
27,17,50
5,9,200
17,2,50
34,28,50
30,20,50
8,1,100
5,33,100
2,1,50
29,11,200
33,35,100
11,3,200
4,6,200
4,1,200
25,32,400
27,30,50
30,29,200
7,14,100
21,8,100
10,30,100
14,3,100
33,35,100
28,20,100
18,34,400
5,35,200
27,17,50
36,31,100
13,30,200
23,7,100
8,17,100
22,3,50
7,8,50
32,33,100
17,2,200
23,1,50
21,1,200
14,12,400
4,29,400
12,23,400
2,0,50
10,20,50
27,23,200
26,19,50
9,14,50
20,27,400
27,33,50
17,19,200
7,11,200
30,32,50
8,20,200
27,19,200
13,29,400
27,5,400
6,8,400
6,3,400
35,20,50
34,28,50
31,9,400
11,18,400
6,17,200
36,9,50
16,3,400
32,24,50
19,11,200
22,24,50
33,31,100
20,16,400
27,12,200
9,22,100
25,9,400
19,25,200
26,1,400
31,17,400
8,26,200
17,15,50
26,12,400
0,31,50
3,21,400
32,19,400
15,3,400
1,2,200
1,7,200
5,36,100
33,21,50
2,9,200
12,11,400
26,34,50
0,25,100
30,27,50
31,35,400
7,0,100
28,27,100
31,8,400
17,16,400
30,8,400
4,30,50
30,4,400
8,0,200
29,7,400
7,35,50
9,6,400
7,19,400
21,12,50
24,12,50
33,24,50
28,2,400
31,3,100
19,10,400
18,32,200
23,22,100
16,10,100
28,5,50
23,26,100
7,28,200
21,28,100
4,13,100
36,17,400
14,7,400
20,16,100
30,9,50
16,13,100
26,19,50
12,20,100
30,11,200
8,7,50
21,33,50
31,34,50
17,1,50
14,20,400
6,23,100
16,1,100
27,25,400
34,20,400
21,10,100
