source,destination,bitrate
15,5,200
30,8,100
3,25,100
12,32,200
36,21,50
4,5,100
30,28,200
16,34,400
34,20,50
19,21,200
9,34,50
11,22,50
10,27,200
17,4,50
19,11,100
14,19,400
10,36,100
2,33,100
17,30,100
35,5,200
21,25,50
32,2,50
8,36,100
29,20,400
12,20,200
24,36,100
28,20,400
36,31,100
22,30,100
21,29,100
28,4,50
12,7,200
8,3,100
24,35,100
11,8,400
16,4,50
2,30,400
25,15,200
7,32,200
12,4,100
16,24,400
22,24,50
20,24,400
27,3,400
13,2,200
9,13,200
6,8,50
15,10,400
30,1,400
12,9,100
14,16,50
14,15,200
10,34,50
3,1,100
7,19,100
0,11,100
12,35,200
17,7,100
12,3,200
7,27,400
14,16,200
1,2,100
19,5,50
15,23,200
19,23,100
10,31,400
22,35,100
0,27,100
27,8,50
27,26,50
6,12,100
17,24,400
4,15,200
29,19,50
11,28,100
4,30,50
5,2,100
31,24,100
30,24,400
8,31,400
17,12,200
16,28,100
8,23,50
19,2,400
19,20,50
28,23,400
13,9,200
27,35,200
1,32,50
21,3,100
10,4,400
6,16,100
2,14,50
27,8,200
12,14,400
31,26,200
31,28,200
14,3,100
1,19,100
20,9,200
2,11,200
10,3,200
30,0,400
19,16,100
16,6,50
34,32,100
5,18,50
17,18,100
34,16,200
32,26,50
22,18,400
14,21,100
11,5,50
13,12,50
29,3,400
36,33,200
18,23,400
36,16,50
35,10,50
7,1,400
9,20,200
25,23,100
21,2,200
36,22,200
14,32,400
25,13,50
7,34,400
22,29,50
32,15,200
22,33,50
20,29,400
9,23,50
25,6,50
3,15,200
18,32,400
18,6,400
20,33,200
8,4,200
36,14,400
5,3,200
17,14,400
31,15,100
10,31,200
29,4,50
17,14,400
10,27,400
32,35,200
22,14,100
19,28,400
20,35,200
32,26,100
13,10,100
5,33,400
30,23,400
6,36,200
0,1,50
31,19,200
8,24,50
12,30,100
35,0,200
18,3,200
20,36,100
32,35,200
16,7,50
30,27,100
8,10,100
18,30,100
16,28,50
8,26,200
21,0,100
30,32,400
8,24,50
3,13,100
19,31,50
27,8,100
30,26,200
25,33,200
8,9,100
32,15,50
18,33,50
36,11,400
24,14,400
25,0,200
14,25,400
32,9,200
34,23,200
6,3,200
35,8,50
32,22,50
33,15,200
1,16,400
11,26,400
15,1,100
12,32,200
28,20,100
21,7,200
16,1,200
20,21,100
19,1,200
22,24,200
22,25,400
35,36,50
26,5,400
21,19,50
5,35,400
11,14,100
4,2,100
17,24,100
16,3,50
35,1,100
2,22,400
31,12,100
27,21,200
19,5,200
16,26,200
22,32,100
1,3,100
16,2,400
30,34,50
17,33,400
2,0,400
15,33,50
32,6,200
14,13,50
7,32,50
20,22,200
12,20,400
36,35,400
7,26,400
33,10,400
22,32,200
3,36,100
16,35,200
28,14,400
12,7,400
7,35,100
30,12,200
3,1,400
24,29,100
4,16,200
1,14,100
5,14,400
9,22,50
12,21,100
4,26,200
19,33,200
36,26,200
22,31,100
22,5,100
7,8,50
24,3,50
31,7,200
26,13,200
18,35,200
30,28,400
29,12,50
19,31,100
29,2,100
21,19,50
7,13,100
27,13,400
30,23,100
35,14,100
17,15,400
17,7,400
22,35,400
27,14,50
12,35,400
4,2,100
4,3,200
7,33,400
27,24,100
5,23,50
32,19,100
34,29,200
29,27,50
23,34,200
1,24,200
36,21,200
36,31,50
2,9,400
17,21,50
8,16,200
15,5,400
34,35,100
21,30,100
28,23,100
22,4,100
1,24,400
14,11,200
33,34,200
9,35,200
14,15,50
16,8,400
24,3,200
21,13,400
4,15,50
14,27,50
19,27,400
13,28,100
33,30,400
25,9,400
26,35,50
27,6,50
35,34,400
32,35,400
19,28,400
26,10,200
24,20,400
31,14,400
21,4,50
16,15,400
13,10,400
35,8,200
32,11,200
12,11,400
18,26,400
3,8,100
18,13,400
14,35,50
6,22,100
33,13,100
29,16,200
10,29,400
4,18,100
8,17,200
24,32,100
24,9,50
11,2,200
5,7,400
18,8,200
31,0,50
15,30,400
6,16,50
8,10,100
33,27,400
14,10,200
3,14,400
36,20,200
12,29,200
24,23,100
12,17,200
31,3,400
30,22,100
29,35,100
8,7,400
7,30,50
5,4,400
34,2,400
25,0,50
6,2,50
34,31,400
5,9,100
6,33,400
11,17,50
18,25,400
21,5,400
8,4,50
26,18,50
21,18,400
32,23,100
34,29,100
28,10,400
18,9,100
17,14,50
23,4,50
28,12,400
4,13,100
27,31,200
33,2,50
26,28,400
31,0,100
13,16,100
33,25,400
36,5,200
13,28,400
20,34,200
29,14,200
6,36,200
20,2,400
3,2,50
13,14,100
20,12,400
36,0,400
31,7,400
10,12,400
10,26,200
36,8,200
8,24,400
11,21,200
30,34,100
25,15,400
24,5,200
29,11,50
9,30,200
23,14,400
9,29,400
10,29,100
25,26,400
0,15,100
25,17,50
14,12,400
22,33,400
3,14,400
22,17,400
7,3,100
31,1,50
5,7,400
21,14,50
2,13,200
16,24,100
36,5,50
11,7,200
11,9,400
4,11,100
24,12,50
5,8,100
8,23,100
21,35,400
10,17,50
10,24,200
4,9,50
23,9,200
33,35,100
14,3,400
32,1,100
18,5,200
27,25,200
24,25,50
26,12,50
21,2,100
13,29,50
18,11,200
28,17,200
33,21,400
10,19,100
3,11,400
10,11,100
5,34,50
21,6,50
3,30,50
19,10,50
36,26,400
9,27,200
0,35,100
11,7,200
27,28,100
15,28,200
35,5,50
18,21,200
12,20,200
31,8,200
5,35,50
8,10,50
10,20,400
8,27,200
5,19,100
31,21,100
22,19,50
21,31,200
28,24,50
17,32,50
1,33,100
6,32,200
0,25,100
6,10,200
10,36,200
18,26,100
14,0,400
20,8,400
7,10,200
12,1,400
6,11,200
15,16,50
2,21,400
1,7,50
29,20,100
8,29,100
28,0,200
8,33,200
26,29,400
33,32,200
29,10,400
15,34,100
17,35,200
5,36,200
20,14,200
2,27,400
10,19,50
9,3,50
22,12,100
9,20,100
6,16,100
33,0,100
13,36,50
1,27,100
12,4,400
28,32,200
27,4,100
33,19,100
35,29,50
21,36,400
27,31,50
34,3,400
10,24,100
22,10,200
29,1,200
21,0,200
14,8,200
34,35,200
6,3,200
31,4,400
29,34,400
32,13,100
1,7,100
11,0,100
35,23,50
5,26,400
21,22,100
12,8,200
12,0,200
25,5,50
9,16,50
35,7,400
5,18,200
14,32,200
10,14,50
24,18,100
10,20,400
25,36,400
10,1,100
15,16,400
13,24,400
2,30,200
2,28,400
24,1,100
29,13,50
8,9,50
26,12,400
27,7,50
31,27,200
22,0,100
16,4,400
25,8,200
4,10,100
33,12,100
18,6,400
13,11,200
13,23,200
16,3,200
6,20,200
34,9,400
25,18,400
5,8,100
23,19,100
7,2,50
12,28,400
21,33,200
32,15,400
19,13,50
36,3,50
16,29,100
28,14,100
28,32,200
26,6,50
31,11,400
0,19,400
30,3,100
21,28,400
31,32,50
25,0,50
1,7,50
16,25,50
31,19,200
21,10,100
7,21,400
27,6,50
20,3,200
0,24,50
27,3,400
26,14,200
20,15,200
24,18,50
31,9,50
0,36,50
10,32,200
13,27,100
19,15,100
7,16,100
13,16,200
31,25,50
16,24,50
33,23,400
8,0,100
32,4,200
23,30,400
18,26,400
26,25,200
8,6,200
13,34,400
6,18,200
12,9,400
12,20,100
10,31,400
14,2,200
30,17,100
36,14,400
2,15,100
7,10,50
16,13,100
17,18,100
21,32,200
35,25,50
12,27,50
8,7,200
23,16,200
14,7,400
1,19,400
10,34,100
12,8,50
22,0,50
22,6,50
1,15,100
18,12,400
13,26,100
19,34,50
2,17,200
29,34,50
23,9,50
15,34,50
16,32,50
32,17,400
27,14,400
27,36,100
26,11,200
31,33,50
18,8,50
30,26,50
33,32,50
1,27,100
21,14,400
4,13,200
5,18,400
26,15,100
6,24,200
2,3,400
25,6,400
34,31,400
15,5,100
7,9,200
20,31,200
15,16,50
15,36,100
22,29,400
1,27,100
6,7,200
2,23,400
12,25,200
30,11,100
21,9,50
16,24,400
12,26,50
14,29,200
0,28,400
13,15,400
17,9,400
6,27,50
35,32,400
27,19,50
19,11,200
26,18,200
2,7,400
32,36,200
21,36,50
33,19,400
24,29,400
9,16,100
19,15,50
9,12,100
17,1,50
36,23,200
28,21,100
5,17,100
17,27,50
34,20,100
32,24,400
8,10,400
8,20,100
9,4,400
17,32,200
13,26,50
30,11,400
28,4,50
22,2,100
11,0,100
1,33,200
21,7,200
21,7,200
14,3,100
3,4,100
28,14,100
1,27,400
14,2,400
30,0,50
12,31,100
36,14,50
25,16,400
33,11,50
16,28,100
10,33,50
33,26,200
34,2,200
30,11,100
1,26,400
21,9,100
29,0,50
3,25,100
15,18,100
21,18,50
9,5,200
7,8,100
2,11,100
27,36,100
6,33,100
12,27,50
15,29,200
8,28,100
23,7,100
7,23,50
1,3,200
11,19,400
7,22,100
6,32,200
5,8,100
11,17,400
17,24,400
1,10,100
23,15,400
34,32,200
18,6,400
15,28,100
13,14,100
32,23,400
5,14,200
3,30,200
5,7,100
1,6,100
7,10,400
35,17,400
11,25,400
16,27,200
32,27,50
16,22,400
3,14,400
21,35,200
18,10,100
32,1,200
30,11,50
8,36,200
34,0,100
29,15,400
7,32,200
15,33,50
15,12,50
14,36,400
3,19,400
4,10,100
30,15,50
20,25,100
35,0,200
12,21,50
28,35,100
31,18,50
25,27,400
20,33,100
12,31,200
2,24,50
25,32,50
31,10,50
17,9,100
12,22,200
25,1,400
23,24,400
8,5,200
26,27,400
21,23,200
12,20,50
26,2,50
27,11,100
7,21,50
19,35,400
24,35,400
25,0,400
4,14,50
14,12,100
22,15,100
20,18,100
9,5,50
16,2,50
21,0,400
20,8,200
26,11,100
8,24,400
15,14,50
12,28,400
32,15,50
9,13,400
16,26,200
8,23,400
5,32,100
25,36,100
33,15,400
2,15,100
23,31,100
10,0,50
17,4,400
32,30,200
11,22,400
1,13,200
28,17,100
26,25,100
20,4,400
0,33,400
28,36,400
30,15,200
36,24,200
12,6,100
20,16,50
0,33,400
26,21,200
22,8,200
19,36,100
1,2,50
11,8,400
25,22,100
8,6,200
22,18,100
19,12,400
12,20,100
19,0,50
17,20,400
10,8,400
0,18,50
31,29,200
23,16,200
2,11,100
22,27,400
11,27,100
36,35,50
7,32,400
1,8,50
25,35,200
25,11,400
29,10,400
13,23,400
30,13,100
6,23,400
14,26,400
11,8,50
29,3,400
36,19,50
29,26,50
16,1,50
35,25,50
31,11,200
1,27,50
28,31,400
13,9,400
19,16,50
10,26,200
22,29,100
24,11,50
16,29,50
19,34,400
28,23,200
26,30,100
7,8,400
4,8,200
15,13,400
33,23,100
2,26,200
35,4,200
5,6,50
27,20,200
9,25,50
19,12,400
28,23,50
22,17,200
32,29,200
10,2,50
18,8,50
36,34,200
7,18,400
13,23,400
6,4,200
30,23,100
7,1,100
3,9,200
9,32,400
0,17,400
21,20,100
25,33,200
11,2,50
34,18,200
21,1,50
16,35,50
36,5,100
10,17,200
13,0,50
9,25,200
33,7,200
2,36,50
31,33,400
11,22,400
31,26,200
29,4,200
0,4,100
2,29,50
16,11,50
0,26,50
16,6,200
15,8,50
34,9,100
34,18,50
28,16,100
3,27,50
17,30,100
28,18,400
26,18,50
3,18,100
13,4,400
9,26,200
8,23,400
28,10,400
28,15,100
21,3,200
4,18,100
2,4,50
27,1,50
21,27,400
25,2,100
23,24,50
12,15,400
9,8,50
17,31,50
2,34,200
33,36,50
10,23,100
34,4,200
5,22,200
36,2,100
13,25,100
31,21,200
0,11,50
15,33,50
13,19,200
21,34,200
15,1,200
35,15,400
21,34,200
32,18,50
23,25,100
18,15,200
0,32,400
29,25,200
31,8,200
33,14,50
21,26,100
12,33,400
27,1,50
9,2,200
25,6,50
22,14,100
8,22,50
0,9,400
6,33,100
12,32,200
2,3,400
24,1,200
5,16,100
34,22,200
35,14,400
11,1,50
33,1,100
5,0,50
31,3,50
6,15,50
20,31,50
16,18,100
32,28,50
0,30,200
28,23,100
21,10,50
19,21,100
21,27,400
28,34,100
12,1,200
15,12,100
36,2,50
36,15,100
