source,destination,bitrate
12,34,400
2,18,100
3,35,100
14,10,50
10,28,100
5,28,50
9,0,100
15,17,400
16,24,200
16,10,50
10,15,100
7,14,400
32,25,100
10,17,400
2,12,400
1,21,200
18,29,50
1,2,100
18,3,50
14,35,200
18,21,100
33,18,100
20,35,50
20,36,200
2,16,50
4,34,400
29,21,100
2,13,50
36,33,200
9,0,400
28,34,100
0,1,50
23,15,100
11,14,100
13,21,100
36,2,400
23,22,200
20,29,100
27,21,100
26,32,200
13,21,100
32,36,50
7,1,400
17,18,50
33,28,50
25,30,50
18,27,50
13,9,100
32,8,200
18,15,200
15,16,50
12,31,100
12,36,50
0,23,400
33,32,50
29,16,200
9,25,200
1,26,200
31,1,100
25,2,200
18,27,100
21,3,100
24,21,100
28,25,50
14,21,400
4,10,100
12,8,400
27,24,50
25,0,100
2,20,200
30,9,50
20,3,400
10,15,100
3,15,50
30,20,50
6,26,200
18,28,400
30,8,50
6,24,100
36,28,100
13,23,50
31,28,50
4,36,50
25,23,100
14,33,200
15,12,100
35,34,50
8,19,100
19,29,100
17,33,400
18,31,400
2,12,100
3,26,200
23,11,50
24,2,100
30,11,200
13,3,100
30,33,50
34,15,200
36,0,50
21,10,100
3,30,200
13,2,400
35,27,200
20,7,200
34,26,200
36,10,400
12,14,400
12,36,400
25,3,200
34,7,100
32,36,400
31,15,400
27,20,50
16,17,100
36,6,400
32,18,400
36,23,400
36,15,200
31,15,400
29,25,50
1,27,100
7,33,50
13,26,50
13,30,100
14,11,200
31,23,200
21,32,50
26,15,50
27,16,50
4,19,400
21,5,100
33,8,100
35,30,400
34,9,100
24,9,200
35,24,200
18,30,50
4,2,400
18,12,200
23,17,400
13,33,100
35,36,200
2,27,50
26,6,400
19,36,200
16,28,200
27,8,50
23,20,50
33,24,200
36,30,100
36,8,50
19,2,100
33,9,100
15,21,100
26,11,100
3,34,200
29,12,400
25,1,400
29,27,100
20,11,50
30,36,200
9,19,50
13,23,100
17,34,200
36,1,400
34,9,50
14,0,200
26,5,200
9,12,50
36,22,200
31,12,400
20,1,100
10,13,400
12,34,200
12,11,50
4,36,200
29,26,400
4,19,200
20,8,100
23,14,100
36,1,200
20,21,400
10,33,100
13,24,100
18,28,100
36,35,200
1,11,50
17,7,50
1,12,50
13,3,100
32,35,200
5,2,100
20,18,50
13,25,50
1,30,400
25,16,50
11,28,400
12,3,100
28,34,100
10,36,200
35,33,200
4,30,100
2,25,200
8,34,100
27,18,400
6,10,400
20,4,100
30,26,400
34,25,400
25,23,100
10,30,50
0,35,100
27,17,50
36,14,400
19,22,50
22,35,100
24,15,400
15,19,100
24,10,100
7,23,200
34,21,400
16,35,100
33,19,200
36,18,50
15,36,50
36,25,400
1,12,200
27,33,50
20,8,200
20,23,100
5,20,400
0,13,100
4,16,50
13,34,400
20,5,400
36,34,100
15,7,200
13,21,50
23,16,50
3,28,50
20,30,200
7,21,100
36,33,50
15,32,400
24,36,100
10,32,400
22,34,200
25,34,200
15,30,100
0,28,50
26,21,400
16,27,100
10,28,100
32,15,200
16,10,100
9,14,100
3,10,100
9,34,50
10,5,200
1,17,50
32,20,200
9,25,100
33,10,200
8,4,100
6,27,400
1,30,50
19,35,400
5,6,200
11,34,50
14,34,400
14,0,50
19,35,400
21,16,200
35,6,200
27,35,100
35,31,50
0,2,200
0,14,100
5,3,200
12,24,200
0,9,50
24,34,200
13,2,200
8,30,50
20,31,50
26,4,100
1,36,400
5,32,100
13,28,50
23,10,200
26,5,100
31,35,400
12,29,400
30,33,50
9,7,50
8,1,200
24,27,100
16,19,50
14,23,200
11,28,400
21,25,100
15,0,400
26,17,400
13,6,400
12,4,200
8,29,50
22,27,400
30,2,50
10,24,100
29,35,100
27,14,400
17,19,400
7,10,400
33,24,200
30,13,50
15,18,400
25,18,100
19,32,50
20,17,200
31,8,100
20,6,400
34,7,100
34,14,400
15,36,200
4,5,200
35,12,100
36,27,100
23,0,100
17,21,400
35,7,200
1,22,50
6,24,400
34,14,100
28,27,100
5,12,100
0,19,200
26,35,50
15,10,100
14,29,400
30,26,100
26,34,400
34,8,200
12,7,400
25,34,400
18,19,200
2,14,100
11,36,200
36,1,50
14,20,100
19,10,100
0,27,50
1,12,100
20,23,50
29,19,400
32,14,400
3,2,400
23,5,50
10,13,50
22,29,200
34,36,100
31,2,400
13,10,50
20,6,100
6,36,50
1,28,200
22,11,200
7,24,200
2,0,400
4,12,200
34,35,50
31,17,200
3,1,50
29,4,200
4,32,200
3,26,100
36,23,50
1,18,200
33,27,100
12,13,100
6,30,200
36,28,50
15,7,50
4,14,400
25,2,200
19,15,200
33,21,200
33,14,400
9,7,400
6,20,200
18,33,50
6,33,100
3,33,400
26,33,400
13,23,50
30,28,400
23,2,200
2,13,100
6,9,400
22,3,200
24,9,50
21,9,100
30,8,200
19,5,200
23,32,400
8,35,200
18,16,400
31,12,200
6,29,200
10,26,400
1,21,50
1,7,200
34,31,200
33,19,400
17,0,100
5,12,50
32,20,100
9,34,200
19,11,50
34,5,50
17,36,200
5,33,100
35,22,400
9,31,200
4,8,200
9,17,200
26,1,100
13,25,50
27,0,100
26,18,400
30,23,50
0,19,200
9,36,50
0,23,400
2,7,100
8,19,50
15,34,400
8,6,50
22,0,50
12,36,400
8,0,50
4,15,200
24,11,400
16,30,50
0,25,50
4,6,50
16,7,100
17,4,400
26,7,100
15,5,200
24,1,100
35,2,200
30,25,50
32,14,400
18,16,100
30,26,50
7,12,200
30,17,50
27,19,50
8,21,100
0,7,200
8,34,200
32,9,50
24,29,100
2,0,200
36,33,400
32,29,100
32,24,100
27,11,100
26,30,50
29,22,400
19,9,200
21,6,50
35,33,400
11,10,50
30,8,100
14,7,100
8,1,100
6,3,200
21,28,100
17,25,100
21,16,50
21,8,400
4,29,50
7,27,400
6,20,100
36,3,200
15,3,400
9,29,100
