source,destination,bitrate
18,32,200
25,11,100
25,34,50
23,34,400
20,47,50
4,6,400
20,25,200
49,34,100
41,34,50
49,45,50
4,15,100
32,27,400
39,20,400
1,2,200
1,25,50
48,3,400
14,5,200
37,20,50
43,9,100
9,43,100
30,7,50
18,11,400
12,10,100
22,10,400
28,14,50
10,24,50
7,23,200
25,48,50
45,42,100
18,15,50
16,13,50
26,23,50
24,17,50
7,34,400
20,34,400
9,5,200
32,9,50
32,21,400
28,43,200
12,27,200
33,22,200
23,11,50
30,20,200
2,27,100
36,41,400
14,41,200
38,45,50
10,0,200
42,4,100
9,30,200
2,22,50
30,35,50
9,47,400
20,49,400
31,14,50
2,4,400
15,46,200
49,22,100
46,11,100
38,18,50
14,48,100
2,32,200
42,6,200
10,42,200
45,4,400
26,9,200
48,18,50
18,4,200
47,18,200
21,15,400
27,23,50
23,46,200
15,10,400
39,42,200
42,12,100
29,47,400
25,18,200
11,31,200
2,43,50
41,23,50
37,10,200
25,9,200
43,39,200
39,13,200
23,1,200
42,24,200
48,3,100
11,38,50
39,25,400
8,13,100
47,38,50
21,20,50
38,33,100
29,24,400
48,22,400
41,14,200
27,29,400
23,36,100
44,10,50
22,11,200
29,28,200
14,29,50
10,38,100
37,0,100
0,41,100
47,13,400
39,29,400
36,8,100
33,25,200
35,33,200
4,31,400
28,19,50
0,47,50
11,12,400
37,12,50
38,24,200
10,34,400
3,27,100
0,18,100
15,36,200
38,48,400
29,18,50
39,46,50
36,20,50
28,41,100
43,26,400
17,6,50
35,46,200
39,49,50
35,5,400
12,5,200
19,27,400
2,30,400
10,17,400
13,36,400
37,38,400
39,26,50
47,36,400
37,38,400
43,47,50
1,10,400
46,19,50
49,8,100
42,32,400
4,3,100
0,41,100
15,2,400
0,7,100
40,1,400
13,42,50
43,44,50
8,24,100
14,42,400
11,6,200
14,3,50
21,17,50
32,20,200
18,29,400
45,43,200
18,13,50
47,34,100
18,16,50
20,41,100
43,31,200
25,23,100
25,46,100
31,21,200
40,12,50
37,25,400
23,17,200
37,11,200
39,18,200
20,2,400
42,39,100
31,23,50
34,24,100
48,29,400
16,22,400
32,10,400
4,0,400
30,31,50
4,18,400
12,35,100
43,46,200
3,18,200
34,33,400
0,23,400
46,29,50
17,24,400
8,35,50
23,38,50
3,19,400
11,9,100
15,25,50
26,47,400
34,28,200
45,1,50
33,2,400
9,26,100
7,33,400
7,12,200
3,45,100
31,45,200
25,10,50
38,42,100
45,26,200
36,23,200
6,17,50
4,24,200
12,37,100
13,9,50
44,49,50
10,39,50
42,48,100
36,41,200
47,37,100
46,15,100
2,16,50
18,43,100
19,26,200
48,22,200
6,16,50
23,20,400
49,27,50
31,23,400
13,5,50
0,46,400
16,4,50
39,25,400
43,32,200
43,39,50
37,28,200
27,26,100
18,10,200
23,36,400
49,20,50
18,17,200
21,42,400
0,37,400
27,5,50
11,2,200
6,49,100
6,45,100
28,5,100
7,22,400
5,34,100
18,20,200
39,33,400
42,48,100
0,24,400
29,37,50
4,44,50
36,27,400
20,22,400
2,11,100
45,5,100
48,16,100
17,16,100
14,43,400
25,14,400
8,32,50
25,45,50
5,33,50
38,44,400
18,23,100
0,20,400
31,30,50
37,7,50
20,19,100
0,19,400
2,19,100
29,0,50
33,26,200
32,16,50
3,35,100
48,17,100
37,21,400
9,34,50
36,3,50
7,10,200
25,37,400
37,41,200
44,37,50
33,24,100
27,11,100
17,3,100
43,49,400
34,7,50
7,36,100
47,27,200
5,15,50
14,33,400
29,38,400
39,12,400
46,42,50
6,14,100
32,23,50
23,35,400
34,42,100
17,20,400
10,3,200
30,42,200
4,34,50
44,13,400
26,19,400
7,20,200
25,3,400
37,25,400
16,47,50
24,8,200
22,3,200
46,25,200
32,16,50
49,41,400
42,2,100
21,37,50
41,4,100
20,0,50
34,16,400
15,12,200
13,29,50
7,43,100
36,18,200
36,16,200
3,9,100
42,27,50
44,4,50
29,10,200
47,40,400
10,19,200
6,40,50
25,39,200
5,47,100
26,3,400
21,2,400
5,15,400
33,1,50
9,44,200
30,28,200
6,29,400
5,41,50
43,46,100
25,48,400
18,37,100
21,4,100
31,21,50
20,26,100
18,24,100
21,17,400
27,39,50
38,10,400
9,34,50
29,31,200
17,38,400
11,16,50
49,35,400
1,37,100
27,5,100
18,37,50
24,42,50
29,46,200
21,37,400
12,20,400
0,4,400
32,18,100
47,27,400
26,37,100
32,29,400
42,31,50
22,39,400
46,21,200
30,32,200
31,27,100
4,30,400
16,14,400
48,26,50
18,49,50
4,31,100
43,47,50
46,3,200
12,17,200
18,1,50
1,45,200
11,17,200
8,5,400
15,29,100
12,20,50
25,17,200
15,0,400
38,37,50
37,32,200
48,7,100
47,40,100
45,43,100
8,16,200
47,40,200
43,14,400
47,0,50
28,15,200
20,32,400
31,18,100
29,10,100
28,11,400
43,18,50
29,40,100
14,26,400
49,31,400
17,39,100
16,32,50
40,8,50
18,23,50
0,14,100
7,3,400
49,10,50
7,12,400
