source,destination,bitrate
41,42,50
18,26,50
41,7,200
38,4,50
45,26,400
14,1,200
31,17,50
42,45,200
6,12,200
5,0,50
30,24,200
17,44,400
14,45,400
14,35,400
1,17,400
42,13,200
31,17,100
49,19,100
16,35,200
20,18,50
38,8,400
16,26,50
22,42,50
19,40,50
40,46,100
0,4,200
39,43,50
29,8,400
29,41,100
20,12,200
31,2,200
8,40,100
36,22,200
1,16,200
25,46,400
40,22,100
5,39,200
45,44,200
26,13,100
36,45,50
30,21,100
17,15,200
14,9,200
28,30,400
38,47,200
2,4,200
35,11,200
18,22,100
16,22,50
30,1,400
22,48,100
33,1,100
23,16,50
15,12,200
7,11,100
15,34,50
14,34,400
16,2,50
24,33,50
19,42,100
28,23,100
37,42,200
12,38,200
33,9,50
25,2,400
22,33,100
34,33,50
42,25,400
39,9,400
13,25,400
42,6,100
3,21,400
5,19,400
0,3,100
49,32,400
36,37,400
23,25,50
11,6,400
40,0,50
32,18,50
16,7,400
9,43,100
23,8,100
24,36,400
47,15,400
12,49,200
46,48,100
20,6,400
9,45,50
39,25,100
1,32,400
13,9,50
41,21,50
42,7,100
17,10,100
8,15,100
27,41,200
9,3,50
47,19,200
18,14,200
20,37,200
38,17,100
48,21,100
2,9,400
17,37,100
21,28,400
14,49,200
27,23,200
46,29,200
19,10,50
20,27,400
6,43,50
30,22,400
22,32,100
15,19,100
36,7,50
40,29,400
29,23,200
44,42,400
9,31,200
4,14,400
33,25,50
8,2,50
0,19,50
29,24,50
21,25,50
30,8,200
48,0,50
42,6,100
8,45,400
40,6,200
25,23,200
27,22,50
12,29,400
49,44,50
1,8,400
44,39,50
17,24,50
42,19,400
12,48,50
19,0,100
16,2,50
31,7,400
16,0,50
18,0,400
6,35,50
6,42,200
42,43,50
47,12,400
44,23,400
30,34,200
0,20,100
43,19,100
2,16,50
22,5,400
4,23,400
15,14,100
27,46,200
42,17,200
34,21,50
9,23,100
36,33,400
30,41,100
12,32,200
22,34,100
17,19,100
7,27,200
5,3,200
13,43,100
8,5,200
16,20,200
45,21,200
7,4,400
19,29,400
1,29,100
47,40,200
31,32,400
38,6,50
6,0,200
30,32,400
12,45,100
16,1,400
20,26,100
16,43,400
28,38,200
48,6,200
32,38,100
22,11,50
45,33,50
7,44,50
44,25,100
25,20,200
22,27,200
10,5,50
0,13,200
7,16,50
38,43,200
8,13,50
17,1,400
6,21,50
36,10,50
2,25,100
2,16,100
36,32,50
40,5,50
23,19,50
15,14,50
39,38,50
10,39,50
19,6,400
6,11,50
0,33,100
13,35,100
47,20,400
13,18,100
1,36,50
39,23,50
9,0,200
46,29,200
34,0,100
14,36,400
49,31,200
48,7,100
40,1,50
16,35,200
21,45,100
30,23,100
34,45,100
28,35,400
27,9,200
12,38,100
4,47,200
31,17,400
29,31,100
11,5,50
6,20,200
40,2,100
48,34,100
43,0,100
4,38,200
3,44,50
34,35,200
22,44,400
22,39,400
18,4,100
20,0,50
23,37,400
32,18,400
35,37,200
22,3,400
2,9,400
29,28,50
9,40,100
2,10,200
8,18,400
25,44,50
40,36,50
9,35,50
5,0,400
30,11,50
44,28,400
44,7,200
24,5,200
46,15,50
17,9,200
16,41,50
18,33,50
34,43,50
16,29,400
21,47,50
15,21,50
40,29,200
26,19,100
32,4,200
18,23,400
35,7,200
25,11,100
20,16,200
11,22,200
28,41,50
16,31,100
36,1,100
30,18,400
39,23,400
15,11,200
4,39,100
19,24,50
44,42,50
47,26,50
21,11,200
42,20,50
4,43,100
30,36,400
23,15,200
17,28,200
35,10,50
41,20,400
20,29,200
2,46,100
13,48,100
4,28,200
29,5,100
15,4,400
23,31,100
41,7,400
14,11,100
32,1,200
8,16,200
31,49,50
3,46,200
48,32,100
11,34,50
0,13,50
6,11,100
12,5,200
31,2,50
2,12,200
9,42,100
35,46,100
12,14,400
5,27,200
33,29,100
28,0,200
23,48,50
18,4,200
40,3,200
21,12,100
10,13,100
16,11,50
28,41,100
11,42,50
12,8,400
23,26,400
45,35,50
2,4,50
22,25,200
16,27,200
20,23,50
7,12,200
33,17,50
23,6,100
0,49,50
37,1,400
13,0,50
4,17,200
1,36,200
29,37,400
28,36,100
14,45,100
37,15,400
28,7,400
32,38,50
28,14,50
43,21,100
49,30,100
42,20,50
16,12,400
22,48,400
33,19,200
28,36,100
1,2,100
10,5,400
9,7,50
12,46,200
0,29,400
45,43,50
33,14,200
13,31,100
6,23,400
44,19,400
25,14,200
41,45,400
3,44,100
19,39,50
27,15,400
8,31,100
17,20,200
35,29,100
25,29,100
36,21,200
49,41,200
41,26,100
22,2,100
35,38,50
37,0,50
6,39,400
47,45,50
38,9,200
49,16,50
5,16,50
15,45,50
35,34,200
1,6,200
19,6,200
17,15,100
18,39,200
26,7,50
49,46,200
17,23,50
20,33,100
4,0,50
40,18,400
48,41,400
41,11,400
46,41,200
38,39,50
15,25,100
41,2,100
34,39,50
20,43,200
19,41,200
6,27,100
17,34,400
36,26,50
28,48,100
43,20,50
11,16,50
26,25,50
35,38,200
15,27,200
17,47,200
14,42,200
43,9,50
2,25,200
18,36,100
3,47,200
37,5,200
33,14,100
13,29,400
39,21,50
7,11,100
47,37,50
36,31,100
28,13,400
44,41,400
44,19,100
22,38,400
12,44,50
21,6,200
45,4,100
24,17,100
32,19,50
17,7,100
32,27,50
6,28,50
13,17,100
2,22,200
2,48,100
14,34,100
13,33,400
28,34,50
9,18,400
35,49,200
4,23,100
26,28,50
7,35,400
8,43,200
21,37,50
34,10,50
14,45,200
1,42,200
23,8,100
10,13,200
47,36,200
12,5,400
23,0,50
44,13,100
30,17,400
30,41,100
21,4,400
39,9,200
35,33,400
4,8,400
15,32,50
31,15,50
35,11,400
45,14,200
19,17,200
37,43,400
42,23,50
1,0,50
8,35,200
20,2,50
31,11,50
49,6,400
40,9,200
31,5,200
5,13,100
47,29,100
