source,destination,bitrate
1,13,200
1,14,200
32,24,50
28,17,400
18,0,50
33,9,200
1,13,200
34,8,200
0,29,50
23,29,50
7,31,100
1,6,50
31,12,200
34,32,200
31,15,50
2,18,200
2,16,50
28,29,200
32,16,200
22,6,100
13,25,100
6,13,400
7,16,200
27,19,400
15,10,50
31,32,100
4,26,400
18,4,400
2,15,400
19,30,200
22,15,100
31,3,200
6,1,50
35,10,50
24,30,100
5,6,200
35,9,100
35,7,50
5,28,400
30,35,400
10,30,200
12,24,400
10,5,200
17,9,100
4,16,200
25,15,200
31,30,50
32,27,50
3,8,200
5,1,100
27,0,400
9,22,100
27,18,200
36,16,100
16,11,100
6,8,50
20,28,400
5,7,400
24,19,400
23,24,400
23,4,50
19,34,400
1,28,50
34,8,50
13,18,50
19,15,200
10,36,400
8,1,200
17,10,100
25,19,400
19,17,400
32,4,400
25,0,100
26,23,50
23,15,50
3,30,50
0,33,100
34,20,50
27,4,200
33,12,100
14,9,400
12,28,400
31,7,50
0,18,400
12,33,100
36,35,100
19,26,200
25,33,50
33,26,400
13,15,100
5,30,400
34,16,100
12,7,200
35,29,200
25,33,100
33,27,200
11,4,400
22,13,50
22,29,50
0,12,400
35,0,400
5,17,200
7,0,100
14,25,50
8,27,100
19,1,50
3,14,50
26,0,50
16,9,100
34,20,200
3,18,200
1,35,200
14,25,400
5,17,100
18,8,100
4,26,100
35,13,200
4,20,400
5,19,400
4,29,200
10,35,50
25,23,100
14,27,400
23,17,200
1,13,50
32,5,50
6,30,50
24,17,400
9,31,400
32,13,100
25,32,100
25,20,200
1,36,200
36,31,50
32,5,400
12,4,400
3,27,200
32,26,400
23,17,400
13,28,400
15,20,400
23,19,200
9,29,200
19,29,50
28,9,400
19,25,100
35,14,400
25,6,100
14,10,100
22,29,100
30,15,200
5,27,50
11,36,50
19,16,100
31,20,50
18,22,50
10,1,400
26,18,200
3,35,200
25,18,400
24,33,400
31,13,50
19,20,200
31,18,200
23,2,200
5,32,100
23,2,100
0,31,200
21,3,50
22,14,50
27,1,200
1,2,100
11,29,100
5,7,200
10,6,400
13,12,200
2,5,100
25,17,50
34,28,400
33,19,50
36,11,100
17,6,400
26,31,50
21,7,200
9,18,50
10,13,100
13,21,200
22,29,200
14,19,100
11,32,400
19,36,200
27,31,400
2,19,100
14,1,50
26,13,200
21,19,50
24,6,400
31,27,100
4,13,50
29,36,50
19,28,400
12,33,100
17,16,50
10,9,400
2,26,400
32,31,400
2,15,200
23,22,200
35,23,400
23,30,400
22,27,200
10,0,200
35,18,50
36,25,200
3,17,50
17,7,100
27,9,100
18,1,400
32,3,200
32,27,200
12,14,100
7,18,100
3,15,100
36,31,400
35,14,100
18,28,50
34,5,200
15,23,200
3,13,200
2,0,200
12,28,200
14,28,400
7,30,50
1,0,100
34,2,50
23,19,400
17,29,100
10,30,100
4,30,100
7,15,50
22,33,400
11,8,200
22,24,100
35,9,200
29,24,200
26,19,400
7,32,200
32,15,50
1,31,100
18,26,50
6,4,50
28,10,100
15,21,100
35,30,50
0,3,200
6,28,200
2,15,200
34,31,400
34,26,50
22,0,200
12,6,50
3,11,50
23,5,200
13,22,200
31,12,200
7,30,50
24,23,100
7,30,200
19,22,100
26,25,50
7,14,400
24,12,400
20,5,100
22,31,100
19,31,100
30,35,200
36,11,50
16,10,400
23,25,200
22,19,400
31,18,100
30,7,50
9,35,200
5,36,50
0,4,400
28,14,100
11,15,100
7,24,50
6,25,200
22,35,50
20,16,100
9,10,50
3,35,100
29,32,50
8,29,200
15,33,50
3,1,50
23,29,50
27,18,400
8,7,200
22,30,400
2,32,200
8,31,50
34,25,50
15,9,50
13,6,200
6,5,100
13,0,50
14,17,200
33,17,400
36,4,400
6,23,400
29,36,100
26,21,100
10,11,50
23,18,100
11,35,50
15,2,400
9,30,200
21,9,50
19,16,400
0,4,50
10,6,50
27,2,50
4,25,400
21,32,400
5,6,100
31,17,200
8,3,400
20,15,200
5,24,50
24,34,100
6,18,400
5,0,100
28,11,200
29,0,100
20,22,400
31,2,50
7,25,100
2,0,100
24,26,400
6,5,50
28,33,400
24,28,50
34,4,200
5,30,200
11,2,200
9,29,100
33,2,50
16,33,50
6,7,200
13,36,100
8,5,100
11,27,200
15,17,400
16,34,100
17,27,200
16,1,50
10,0,400
3,15,50
27,14,400
9,11,200
12,15,200
35,17,400
10,2,400
30,4,50
26,1,400
20,0,200
34,24,50
27,33,400
