source,destination,bitrate
42,15,50
12,28,200
28,19,200
15,27,100
48,15,200
28,1,100
35,17,50
7,27,100
25,29,50
28,6,400
6,13,50
20,17,50
44,13,200
18,31,100
33,38,100
7,5,400
33,11,100
1,5,50
6,19,100
14,7,50
9,23,50
33,16,200
39,13,400
42,17,200
48,23,50
29,8,100
17,14,400
33,31,400
16,18,100
18,7,50
20,43,200
33,8,200
36,9,200
41,25,100
40,43,400
15,4,400
24,7,100
19,23,200
39,3,100
31,1,200
42,13,100
0,13,50
6,1,50
8,46,100
22,10,50
38,25,100
20,41,50
37,20,100
34,4,100
13,7,100
26,47,400
20,15,50
46,30,200
21,7,50
5,12,50
39,41,50
25,23,100
4,13,100
16,5,200
33,28,50
32,0,100
37,15,50
19,13,50
47,33,50
33,16,400
37,47,200
25,35,200
49,11,50
11,29,400
41,18,200
22,33,400
39,13,50
15,20,400
14,45,400
16,6,100
47,8,50
43,12,200
10,0,400
45,7,50
21,38,50
6,14,200
30,31,50
16,25,200
29,44,50
49,41,50
27,41,400
12,9,100
4,18,50
46,47,50
38,39,400
27,19,100
1,22,100
38,4,200
34,48,200
45,39,50
49,37,50
34,41,50
16,5,100
13,42,200
11,43,50
22,27,200
24,19,100
8,28,400
16,8,100
38,7,100
24,3,50
19,4,100
15,19,50
23,3,100
6,14,50
26,13,200
45,21,50
8,11,100
43,11,50
46,31,200
45,10,400
5,46,50
7,11,200
14,47,100
19,33,100
42,7,200
35,39,200
39,10,100
11,43,100
4,29,50
3,34,200
23,5,100
45,43,100
3,0,400
7,49,200
22,6,200
18,22,100
23,5,200
35,17,400
46,15,400
27,47,400
26,13,100
25,16,100
40,41,100
6,39,200
43,29,400
45,38,50
1,9,50
18,13,100
13,16,200
26,46,400
17,35,200
12,7,100
31,21,50
34,13,400
10,21,200
1,30,400
38,9,200
30,6,100
7,24,400
43,27,200
15,43,200
33,14,100
1,0,50
12,9,50
39,29,100
9,21,400
49,19,50
30,20,400
15,31,50
24,22,50
37,0,200
2,30,50
2,3,100
35,28,200
42,17,200
42,26,400
41,44,200
42,21,400
5,35,100
1,26,100
27,5,200
32,46,100
21,10,400
28,48,200
7,20,100
36,41,200
38,31,50
10,9,50
19,14,50
39,20,50
42,22,100
48,9,100
4,7,50
28,46,50
16,42,400
9,38,100
45,27,50
38,28,400
17,44,50
16,18,50
15,14,200
36,6,400
10,18,100
2,17,200
35,12,100
36,9,200
27,19,400
45,26,100
43,37,100
49,6,100
49,2,50
10,30,400
0,16,100
36,5,100
3,28,100
14,44,200
31,46,50
8,46,100
31,4,50
29,47,200
44,48,400
45,38,50
49,36,50
16,24,100
20,35,200
36,38,50
10,3,400
32,29,400
24,30,100
10,8,50
13,33,400
43,0,100
15,17,400
39,37,50
15,21,400
34,11,50
3,7,50
3,12,50
0,32,50
11,21,50
46,44,400
7,35,100
19,44,200
9,19,50
46,4,50
36,19,100
49,42,100
3,48,200
28,17,400
10,42,400
32,31,400
42,28,400
36,11,100
47,10,50
34,25,50
2,18,50
41,32,50
15,44,400
25,24,400
41,16,50
31,41,50
15,2,100
36,15,50
30,47,400
26,45,100
13,11,400
49,2,50
41,40,50
4,8,200
1,32,50
10,27,200
9,43,50
29,37,100
6,41,50
38,5,100
43,39,200
40,46,50
10,28,50
2,30,100
0,22,100
16,28,400
18,0,100
10,34,200
19,14,200
29,12,100
22,13,100
44,35,200
37,5,400
6,46,100
44,25,50
41,1,200
11,19,200
26,42,200
3,18,100
17,48,200
10,20,400
38,8,200
26,22,200
14,18,100
6,12,200
7,30,200
37,7,50
47,3,400
43,20,200
16,12,100
44,6,50
22,25,400
26,44,50
48,14,400
39,15,200
49,25,400
43,44,400
46,43,200
11,21,400
43,15,200
28,19,400
47,12,50
3,10,200
27,25,200
33,1,50
19,34,200
42,21,400
10,12,400
48,41,50
39,31,200
13,34,100
26,35,400
35,10,100
28,12,400
35,46,100
12,39,50
37,17,200
44,24,400
32,13,100
21,15,200
26,10,400
7,19,100
27,39,400
20,14,100
17,1,400
3,10,100
13,9,400
36,33,100
18,8,100
15,0,50
34,37,50
40,7,50
27,16,50
42,34,50
8,35,50
44,36,400
23,42,200
31,23,200
18,19,100
5,14,200
37,36,200
38,29,50
1,48,50
10,32,200
6,39,50
33,4,400
43,1,200
31,20,400
17,9,100
0,46,50
13,8,50
21,25,200
41,43,400
4,0,200
43,30,50
23,33,100
12,0,400
8,39,100
44,39,100
1,6,50
1,0,100
6,13,50
12,47,100
37,9,400
4,46,50
13,22,50
8,21,50
0,48,400
20,25,200
9,43,400
38,0,50
3,12,200
45,18,200
17,45,400
5,26,100
13,14,100
3,24,400
22,4,200
20,10,400
31,46,50
42,39,100
3,49,400
26,36,200
36,13,200
8,2,100
48,42,100
10,38,200
7,10,200
45,28,200
27,23,50
3,19,100
32,22,50
3,8,400
49,22,200
1,41,400
47,43,100
1,16,200
1,40,200
16,29,200
9,8,200
15,37,200
46,4,200
2,26,100
18,6,100
8,38,50
6,22,200
0,30,200
2,1,200
45,25,50
29,28,200
39,11,400
49,33,50
34,22,100
43,3,400
39,28,100
9,11,50
41,47,50
24,1,100
46,38,100
37,4,100
31,30,50
27,30,100
37,26,50
5,3,100
31,30,400
31,15,50
36,21,400
32,20,400
38,39,200
45,20,400
5,19,50
12,38,200
3,20,200
45,23,50
39,23,100
44,21,200
35,34,400
9,26,100
32,25,50
9,21,200
32,19,100
34,18,100
3,37,200
29,21,200
11,13,200
10,25,400
29,33,200
10,35,50
29,18,50
15,24,400
31,45,400
0,20,100
25,24,400
10,5,400
3,47,200
34,46,50
18,21,400
44,29,400
36,38,400
3,39,200
35,22,100
28,15,100
35,46,100
9,33,200
40,15,400
3,44,100
38,13,200
43,20,400
19,13,50
16,29,50
49,6,100
29,38,100
17,48,50
45,14,50
3,30,400
4,29,400
31,38,400
11,24,200
19,39,100
4,3,400
7,26,200
13,38,200
20,40,100
36,38,200
0,1,50
42,24,100
19,21,100
5,44,400
10,40,200
7,40,50
33,14,100
32,31,400
21,36,100
43,22,100
29,22,50
1,17,50
2,7,200
36,20,100
16,15,400
39,2,200
14,22,100
6,9,400
32,11,200
14,9,200
24,16,200
17,9,100
24,21,50
48,49,200
11,14,50
21,24,50
22,19,100
32,36,200
39,19,400
11,37,50
37,2,200
48,35,400
19,34,200
25,48,50
12,47,50
28,2,100
29,30,100
29,21,200
43,6,200
17,37,50
41,38,50
43,18,100
11,46,200
46,44,200
49,12,50
26,44,200
6,32,200
36,7,50
34,21,100
7,38,100
36,43,400
33,30,100
44,4,200
29,6,50
44,11,50
48,11,200
18,31,200
29,44,400
27,12,50
31,22,200
12,38,400
27,25,50
44,10,400
18,17,400
41,32,200
45,27,400
11,40,50
47,40,400
39,7,50
30,4,100
42,36,50
46,9,400
29,41,400
15,44,100
2,29,200
40,9,200
27,36,100
11,10,100
32,24,100
19,2,400
1,19,100
47,15,100
25,1,50
14,37,200
27,26,200
49,32,50
36,28,400
48,10,100
13,36,200
39,11,50
22,3,400
20,10,50
21,47,50
17,18,200
0,47,50
25,4,200
20,5,200
1,36,400
6,43,200
37,14,200
21,15,100
35,32,200
34,19,400
33,27,200
6,2,200
29,22,200
10,21,400
46,15,100
24,47,200
12,27,200
37,31,200
35,34,200
1,15,200
12,44,50
34,38,200
33,36,200
29,1,50
33,31,100
48,4,200
25,37,100
27,31,400
33,30,100
4,34,50
17,10,200
26,28,200
6,43,50
28,44,50
8,16,400
33,24,50
28,17,50
38,5,50
46,45,50
48,11,50
20,33,400
34,47,50
46,44,50
2,27,100
8,4,50
24,4,100
49,40,400
1,23,200
22,0,200
0,11,400
30,17,400
16,39,50
20,34,200
21,22,200
29,46,200
26,40,50
3,40,200
9,14,100
36,34,100
28,43,400
22,36,200
17,18,400
43,25,50
9,19,400
43,26,50
21,30,50
28,0,200
4,10,400
40,30,50
28,24,200
4,0,100
8,5,200
29,10,400
6,38,100
20,21,200
7,12,400
11,7,400
7,31,100
44,29,100
9,33,200
32,18,100
3,36,400
7,1,100
24,8,200
32,4,50
37,39,400
34,24,400
30,2,100
36,27,50
10,13,100
46,9,200
45,28,200
19,43,400
8,15,200
24,44,400
49,18,50
16,23,400
36,48,200
2,33,200
3,39,400
22,24,400
47,48,200
34,38,50
36,12,100
15,40,100
38,7,50
39,33,200
40,17,50
1,46,200
2,21,200
43,42,100
36,35,200
24,1,50
42,33,100
21,5,100
12,47,100
5,27,50
47,14,50
21,40,50
7,44,100
42,40,50
14,3,100
43,34,50
5,36,200
16,46,200
41,8,100
24,20,200
18,12,50
10,4,100
37,22,400
23,2,400
26,23,200
36,25,100
11,47,200
37,43,50
23,31,100
38,32,400
41,2,100
41,10,400
37,3,100
35,23,400
27,45,50
13,34,200
33,28,100
23,7,200
4,19,50
32,3,100
5,29,200
25,17,100
15,46,100
5,23,400
7,44,200
5,7,400
5,14,100
49,30,400
44,10,50
9,32,100
41,26,200
13,5,200
12,6,100
39,26,200
38,15,400
9,8,400
19,34,400
18,22,50
32,4,200
21,11,200
3,28,100
22,33,400
47,26,200
15,34,100
22,23,400
11,40,400
37,17,50
39,38,400
26,21,200
14,13,200
23,2,200
21,41,50
23,4,200
37,8,50
15,45,50
28,36,400
43,3,100
37,9,100
24,8,50
16,1,50
45,29,50
4,45,100
17,9,200
2,9,50
47,12,50
18,20,50
21,28,100
26,8,100
48,40,100
40,14,400
0,43,50
2,19,400
28,20,200
36,32,50
20,5,100
19,47,50
4,41,50
38,23,50
10,6,200
31,37,50
19,8,100
39,2,200
28,39,50
28,12,400
3,14,100
21,24,200
38,28,200
7,19,100
29,0,100
42,22,50
18,44,50
35,46,200
0,2,400
47,22,50
10,34,400
9,30,200
31,44,50
40,14,200
27,2,50
3,35,200
43,7,50
20,10,50
12,32,400
44,24,400
47,40,400
32,8,200
30,11,100
9,24,200
4,40,50
8,1,400
11,7,200
43,30,200
16,35,50
28,21,50
45,36,400
13,14,100
9,13,400
11,22,400
35,21,50
9,14,100
39,40,50
38,6,200
42,47,400
19,43,200
31,24,200
18,38,200
19,34,400
12,7,50
28,34,400
15,14,200
46,39,400
16,39,200
36,10,400
5,29,50
27,1,100
31,11,50
34,47,200
33,37,100
39,33,50
14,25,400
14,4,200
27,15,400
48,44,50
35,48,400
40,37,50
5,19,100
35,28,200
35,22,50
5,7,400
28,2,100
4,22,100
11,15,400
35,0,200
12,42,400
25,46,50
17,34,50
15,46,100
28,37,100
22,47,50
15,36,400
17,10,200
9,23,50
5,15,400
49,8,50
6,33,400
28,46,400
17,37,400
0,47,50
18,48,200
28,26,100
22,15,200
2,5,200
25,7,400
21,18,400
5,33,50
46,4,400
20,39,50
9,44,200
49,19,400
9,0,50
19,9,200
37,3,100
21,34,100
21,22,50
1,43,50
20,35,400
18,34,50
31,0,400
3,44,200
4,23,50
26,14,50
8,36,400
33,10,50
30,33,50
28,43,400
6,17,50
21,32,100
17,12,400
27,21,100
6,16,100
22,12,50
16,49,200
25,14,400
6,35,400
12,9,400
49,36,400
18,27,200
46,7,400
38,41,100
26,43,200
38,36,50
8,9,100
47,4,400
36,25,50
47,8,200
8,19,400
40,49,50
10,20,400
10,13,50
20,49,200
9,43,50
20,46,100
47,9,200
33,19,200
14,36,100
4,42,400
24,16,100
40,35,200
19,27,50
41,34,50
18,13,100
12,27,400
4,8,400
37,18,200
40,10,200
24,2,50
42,23,200
44,16,100
7,11,50
20,14,50
11,17,100
35,15,100
30,9,200
9,30,200
25,35,200
30,28,50
1,38,100
19,11,100
42,26,200
25,42,100
30,48,200
36,37,400
26,21,100
1,9,400
35,29,50
44,16,400
1,40,200
3,38,400
0,27,400
47,10,50
41,35,400
8,13,100
17,44,50
35,16,100
18,30,100
43,22,400
6,19,400
13,28,100
2,27,400
12,49,400
13,33,400
27,44,200
36,11,200
33,42,100
18,17,100
4,23,100
31,13,200
26,42,100
32,2,200
9,4,400
19,18,200
17,33,100
15,30,200
32,36,100
1,41,400
