source,destination,bitrate
24,4,100
20,19,400
24,6,200
7,1,50
7,12,200
34,13,50
0,15,400
17,2,400
0,33,100
4,23,100
2,32,200
3,31,50
3,7,200
33,31,100
13,33,50
33,4,100
11,17,200
36,27,200
24,20,100
28,31,200
29,2,50
35,22,200
27,34,100
17,11,400
9,16,100
7,0,400
1,12,100
30,3,400
14,28,200
13,10,400
16,19,200
8,7,50
20,34,200
27,4,400
8,10,50
4,16,100
32,33,50
8,35,200
31,25,50
31,27,200
20,27,50
31,28,100
11,3,200
23,11,100
35,15,400
29,16,50
0,8,50
12,36,400
5,6,400
36,32,200
23,34,200
19,24,100
20,25,400
27,8,200
27,9,200
0,28,100
34,16,50
30,12,200
2,20,50
35,19,50
12,11,50
19,29,50
23,10,100
22,8,400
22,0,200
26,12,400
35,17,100
31,19,200
31,24,50
33,28,400
11,35,50
30,34,100
25,26,50
29,33,100
7,4,400
36,35,200
16,31,50
29,13,100
26,22,400
23,5,400
19,9,50
24,29,100
0,29,50
15,28,50
14,10,100
31,9,200
32,10,50
8,3,100
0,30,50
3,4,200
22,7,50
29,25,100
30,22,400
4,27,400
8,18,200
9,27,100
35,24,50
32,18,400
26,23,50
1,11,50
10,7,400
1,24,200
15,16,200
29,25,100
26,31,400
30,10,100
0,20,50
5,24,100
33,14,100
30,22,100
30,5,200
26,19,200
20,9,200
20,29,200
20,6,100
2,17,400
24,4,100
2,22,400
23,19,400
10,6,100
5,15,200
14,2,50
12,13,50
6,9,400
11,21,50
24,15,200
34,4,200
30,27,50
6,26,200
2,32,400
4,28,100
14,15,100
12,22,200
12,34,200
24,5,100
23,16,100
4,10,100
7,34,100
19,15,100
25,9,400
2,29,400
28,4,100
18,34,50
32,12,200
10,23,400
31,17,400
9,29,400
8,17,400
19,21,100
2,0,400
33,29,50
3,2,400
16,3,200
36,17,400
0,5,200
26,22,200
18,19,50
18,1,50
36,3,100
19,21,200
20,15,50
32,13,100
11,2,400
22,11,50
24,27,50
6,15,400
14,24,100
30,27,200
12,0,200
1,16,100
7,29,400
13,34,50
32,10,200
1,27,400
21,16,100
0,35,100
28,27,200
34,29,100
22,11,200
25,17,200
2,30,100
30,12,200
31,33,100
32,4,50
29,2,200
28,26,100
21,29,100
34,33,200
28,18,100
19,4,50
10,25,200
36,24,100
15,6,50
8,6,50
26,30,50
7,11,50
18,36,100
20,35,100
36,16,100
36,23,200
3,8,100
16,25,100
25,23,100
35,32,50
20,3,200
6,15,400
14,36,200
16,6,400
20,10,100
14,34,400
29,3,400
17,18,200
36,13,50
6,30,50
15,9,50
26,4,200
11,5,400
35,20,50
4,13,200
0,33,50
9,28,400
3,23,200
15,2,400
36,18,400
23,33,50
23,11,200
14,4,50
10,30,100
26,32,400
14,16,200
17,25,50
36,13,200
2,1,400
9,20,50
35,16,200
4,11,400
12,11,200
3,5,400
17,24,400
20,7,200
31,32,100
22,6,200
31,27,400
27,29,100
9,5,50
25,36,50
30,7,400
8,26,100
36,6,50
12,20,200
13,28,200
35,18,100
1,23,400
3,8,100
6,19,200
11,20,200
22,13,100
21,26,400
1,18,50
10,20,200
33,14,400
32,10,100
21,19,400
24,19,200
21,8,100
13,16,400
35,11,100
0,6,100
28,5,50
11,6,50
11,7,50
21,31,100
31,3,200
27,22,200
3,13,400
35,14,400
25,0,50
19,14,400
16,27,400
15,14,100
30,13,200
14,2,400
8,36,100
15,7,400
29,21,200
23,34,100
10,22,100
3,21,100
27,31,100
36,23,50
6,24,50
27,30,200
19,11,100
21,30,200
12,18,50
10,12,400
10,9,200
24,17,400
8,0,400
5,1,200
0,31,100
18,27,400
27,25,400
21,18,50
20,21,200
36,30,400
30,12,100
35,23,400
11,22,50
33,29,200
10,12,100
29,22,200
18,13,50
19,8,50
32,11,50
1,20,100
18,6,400
4,10,100
25,1,200
0,34,100
10,30,400
24,8,50
33,11,100
32,34,200
29,11,200
16,21,400
30,31,200
4,12,100
28,12,100
11,31,50
15,32,100
9,33,50
22,13,50
7,15,400
26,9,400
24,17,100
4,5,50
32,13,100
16,1,400
26,22,100
3,4,50
10,2,200
35,8,200
22,23,400
2,18,100
36,18,100
31,34,400
28,22,400
0,28,100
23,12,50
34,23,400
33,15,400
1,24,200
20,21,400
32,15,400
16,6,400
2,22,50
1,11,100
28,22,100
35,21,400
9,2,400
2,25,200
2,6,50
1,31,400
3,0,400
32,1,400
22,34,200
24,2,400
19,0,200
6,19,50
16,33,400
1,23,100
16,17,200
0,16,50
27,15,200
34,29,50
12,11,200
35,4,200
10,36,100
33,35,50
14,24,400
22,13,50
32,10,200
8,0,100
2,0,400
15,3,200
9,3,100
23,13,200
25,17,50
0,1,50
7,29,100
30,3,400
5,22,100
17,31,100
26,28,100
34,1,400
14,26,400
14,2,100
26,9,400
18,27,50
4,3,400
35,27,400
23,3,50
10,4,200
25,13,100
34,29,200
11,18,200
29,19,50
13,17,400
2,27,400
25,16,100
26,22,400
8,14,100
15,23,50
25,6,50
19,8,50
21,11,100
34,0,50
33,24,400
1,8,200
8,33,100
14,26,400
22,2,100
4,21,50
1,21,50
33,22,100
18,17,100
14,33,100
23,21,100
19,8,100
25,26,50
8,36,100
21,0,100
10,3,50
19,0,100
12,9,50
12,28,50
5,17,200
0,8,200
32,36,100
29,12,400
22,5,100
22,20,400
