source,destination,bitrate
20,47,200
32,40,50
37,14,50
28,38,50
31,27,400
6,2,400
9,30,200
30,32,100
6,20,50
1,11,400
26,38,50
32,5,50
49,38,200
48,34,100
45,48,400
6,49,50
30,28,200
2,13,400
0,47,200
17,30,200
47,17,200
8,10,100
24,23,50
38,21,50
26,49,50
35,24,50
44,1,50
45,4,400
29,40,100
18,40,400
27,39,100
16,22,200
13,14,200
48,19,100
14,23,50
42,5,400
30,28,50
28,11,200
34,18,100
23,33,100
14,42,100
48,14,50
47,38,100
22,15,200
14,21,200
16,35,200
25,23,50
16,30,400
22,42,100
11,20,200
12,24,400
9,22,50
22,26,50
31,2,50
15,35,100
47,48,100
46,3,400
43,1,50
48,21,200
18,33,400
9,28,50
48,28,100
19,41,400
46,6,400
21,6,400
15,18,400
5,45,50
37,15,100
48,15,200
19,17,400
26,12,100
24,5,200
39,10,50
3,20,100
33,42,100
47,38,50
20,25,50
13,35,400
31,24,100
31,3,400
32,35,50
42,25,400
17,21,50
23,21,200
44,19,400
46,39,100
43,46,400
15,40,200
21,9,400
44,12,400
30,24,100
33,6,200
37,18,100
32,22,200
38,11,100
1,23,400
31,20,50
43,7,50
18,32,200
42,14,400
17,38,50
28,49,100
21,42,400
10,13,400
5,19,50
11,23,50
22,48,200
26,44,100
5,33,100
29,32,400
18,40,50
15,10,200
3,31,100
14,16,200
41,33,100
29,39,50
43,44,100
11,28,50
31,17,100
31,44,200
33,45,400
35,39,200
8,26,400
46,27,100
37,18,200
11,23,50
15,28,400
2,11,100
32,6,100
31,4,100
0,10,100
35,34,100
35,39,200
49,31,400
0,10,100
26,47,100
31,37,200
35,17,400
6,37,50
35,28,100
26,10,400
44,40,50
34,25,100
34,49,100
31,43,100
30,23,400
24,34,100
5,30,200
7,29,400
45,14,100
25,16,50
16,15,400
9,39,200
46,35,50
9,19,400
14,40,400
43,1,100
14,2,50
0,15,400
11,8,400
37,31,400
40,38,50
30,40,400
18,7,100
35,29,100
39,34,200
43,28,400
27,22,50
36,18,100
32,27,50
48,34,200
36,17,400
48,42,100
21,18,100
20,49,400
19,22,400
26,42,200
39,44,400
21,18,400
28,10,400
27,10,200
34,11,100
31,47,200
31,7,200
47,34,400
47,8,400
7,9,200
37,26,100
40,21,100
9,40,50
45,34,200
0,36,100
9,42,400
5,18,200
29,27,100
8,31,200
38,36,50
8,4,200
29,35,200
45,21,400
48,32,200
5,37,400
15,28,400
16,45,50
26,45,400
25,16,100
6,44,200
41,3,400
8,1,100
2,33,100
7,12,100
26,38,100
43,32,400
32,13,400
46,13,400
49,22,200
38,32,400
26,43,400
2,41,50
25,48,100
14,34,100
40,41,100
45,4,200
30,19,50
25,18,50
34,7,200
46,25,400
25,2,100
22,17,50
28,37,400
31,10,100
48,34,100
16,48,50
7,4,400
8,30,200
4,44,50
44,4,200
26,37,50
38,3,50
49,4,400
43,1,50
5,27,400
46,0,50
37,41,400
45,6,100
49,4,400
6,43,50
20,3,50
16,11,50
26,5,200
38,40,200
13,11,200
23,28,200
43,9,200
0,9,400
17,4,400
19,18,400
2,16,200
22,23,100
20,12,100
31,6,50
12,36,200
12,34,400
11,0,400
46,18,400
3,0,50
12,44,200
7,4,50
2,27,100
21,19,100
34,39,200
4,17,100
24,16,100
35,10,50
19,2,100
21,40,400
17,26,200
15,9,200
45,3,400
8,23,400
16,44,200
13,34,400
37,8,200
18,0,200
36,29,50
41,11,50
19,29,100
29,48,50
36,33,100
40,5,400
42,11,50
47,44,50
18,43,50
46,32,200
40,35,50
34,46,100
19,2,100
6,30,400
49,47,400
39,21,100
2,15,100
29,7,200
4,9,200
11,34,200
2,42,200
33,34,200
18,9,100
5,1,50
33,18,100
1,35,100
16,38,400
33,26,400
24,36,50
23,2,400
8,26,200
0,22,400
39,20,400
34,39,50
5,7,200
24,15,200
18,45,100
10,15,100
38,30,400
31,5,50
12,47,50
44,22,200
0,37,50
0,29,400
41,39,100
9,25,200
18,1,200
22,48,100
18,8,400
48,33,50
1,14,100
1,47,400
17,38,200
11,12,400
25,41,100
25,7,200
10,0,100
24,20,100
36,8,100
4,40,50
33,18,50
35,32,200
48,28,400
4,35,100
4,33,200
19,47,400
42,29,100
21,29,100
14,42,50
10,13,200
29,26,50
17,23,200
6,30,200
39,29,200
9,5,50
4,46,400
17,16,200
30,40,100
30,23,400
19,30,100
28,7,100
19,29,100
13,42,50
45,3,400
13,17,100
14,43,50
15,21,200
3,11,400
5,17,200
47,17,50
10,5,100
33,2,400
46,32,50
0,21,50
13,21,50
30,25,200
44,22,200
27,15,100
49,7,50
11,1,50
36,1,50
32,49,100
10,3,50
10,37,200
24,5,200
35,6,50
7,0,50
40,27,400
19,35,200
20,7,400
13,49,50
42,26,200
37,16,50
31,16,400
19,44,400
27,18,50
20,23,200
30,33,200
13,28,50
10,37,50
48,33,100
14,13,100
17,8,100
29,23,100
10,32,50
18,32,400
35,20,50
30,25,50
24,2,400
8,6,400
18,5,50
36,28,200
24,17,400
12,13,200
22,41,100
36,44,200
35,49,100
23,0,200
23,44,50
49,37,50
3,15,50
35,1,100
34,29,100
35,42,200
5,13,100
26,44,200
18,22,200
35,34,50
41,28,200
37,24,200
11,14,100
9,8,400
19,45,100
18,25,400
6,42,100
47,27,50
45,12,400
8,7,50
9,46,50
42,18,400
16,10,400
27,7,200
2,26,50
24,15,400
5,13,400
35,25,100
36,18,50
23,1,400
1,42,50
47,49,100
10,49,400
7,14,200
34,37,200
4,32,200
32,46,100
18,22,100
0,49,50
33,39,200
45,1,50
18,17,200
33,30,100
10,48,50
5,40,50
28,35,400
49,41,100
6,9,200
47,37,50
25,24,200
25,18,50
21,19,100
16,32,50
49,35,400
9,24,200
31,25,100
8,28,50
5,19,200
0,44,400
20,46,400
23,43,400
14,43,100
0,46,50
41,24,50
39,31,100
27,23,100
5,19,100
21,32,50
41,17,200
41,23,200
32,15,200
46,45,200
27,38,100
14,22,200
48,12,50
32,29,400
7,48,50
36,41,100
41,43,100
8,22,200
27,44,100
12,29,50
0,13,100
29,18,400
11,12,400
0,48,100
3,42,200
28,25,400
38,8,400
42,10,50
14,20,50
30,39,200
24,8,200
36,5,400
30,15,200
27,24,50
25,41,100
17,29,400
23,44,100
5,48,200
3,14,200
3,26,50
26,40,200
13,15,50
18,14,100
33,24,200
39,14,100
45,37,400
4,37,400
4,21,200
15,22,50
43,1,200
15,38,200
23,31,400
25,34,50
31,22,400
14,3,400
43,9,50
20,26,200
44,10,50
35,5,400
15,28,400
47,3,400
47,22,100
25,28,100
18,13,200
48,16,200
2,21,50
3,5,200
11,16,400
37,12,50
37,14,50
34,30,400
4,14,50
2,36,100
42,33,100
34,21,400
30,26,100
42,48,200
33,16,200
5,2,400
28,32,100
33,37,50
29,11,100
45,44,100
35,46,400
41,7,400
6,26,50
1,44,50
16,13,100
21,31,200
25,8,50
45,34,400
14,37,400
9,21,400
24,19,100
18,32,200
40,23,200
24,36,100
38,39,100
42,5,50
18,9,400
22,28,100
33,30,50
36,40,50
39,38,50
37,32,200
23,35,50
2,8,400
26,42,200
10,35,50
12,35,50
44,16,50
37,10,50
38,11,400
44,33,400
31,7,50
1,2,400
43,1,400
42,47,50
16,3,400
17,21,100
22,37,50
47,40,100
47,9,100
31,34,50
21,5,50
31,8,400
2,24,50
25,47,50
41,30,100
44,13,100
20,40,200
34,40,200
39,30,100
1,44,200
42,45,200
39,21,50
29,17,400
33,19,200
9,39,50
48,41,400
13,34,200
20,41,200
0,19,100
47,11,200
20,40,400
4,46,50
5,31,100
49,44,400
22,10,100
0,37,100
18,11,100
14,9,50
16,48,50
18,31,400
15,40,400
29,8,100
12,30,50
0,31,50
33,46,50
16,29,400
35,42,400
6,37,50
17,2,400
43,42,100
8,38,200
30,8,400
46,48,400
30,8,200
31,30,50
0,27,200
39,5,400
38,10,200
18,49,50
43,26,400
3,7,50
42,40,100
10,18,50
49,41,200
43,46,400
28,8,50
17,48,50
24,26,400
22,7,200
49,6,50
15,13,100
5,43,50
18,6,50
21,42,400
1,6,100
33,25,50
23,1,100
9,34,100
1,15,400
26,11,400
41,21,50
47,29,50
40,43,100
18,36,200
46,10,50
37,20,100
12,37,50
48,23,50
20,46,200
14,36,100
48,44,50
17,44,100
37,36,200
10,12,200
40,32,400
40,30,100
39,40,400
45,18,400
12,22,100
10,0,400
20,43,200
31,7,50
48,11,100
15,8,400
28,46,50
42,5,400
47,24,400
0,17,100
39,47,100
37,4,200
10,3,200
37,42,200
32,30,400
37,5,50
43,8,400
5,2,400
10,22,100
7,15,100
33,25,50
47,7,400
12,44,200
13,29,50
23,11,100
49,21,100
44,40,400
25,20,100
36,24,400
19,0,400
4,26,50
44,25,100
0,15,200
8,6,50
3,21,400
2,0,400
31,44,200
19,45,200
17,44,200
34,31,50
6,38,100
9,29,200
8,0,200
19,32,50
8,49,200
22,23,50
31,11,50
28,4,400
44,10,400
22,34,50
39,44,100
46,34,400
46,24,100
38,2,200
14,4,200
6,46,100
23,34,100
3,32,400
9,32,100
23,30,50
20,42,50
18,7,100
0,14,200
31,4,400
37,25,400
42,26,50
9,26,100
11,12,400
12,14,50
41,14,100
39,27,400
34,13,200
17,0,100
28,36,400
4,44,400
24,3,200
42,0,200
30,41,50
40,7,200
31,34,100
34,9,50
6,28,50
33,14,200
44,9,200
10,40,100
7,12,400
31,46,200
25,14,50
46,21,100
47,5,50
44,37,50
12,26,100
33,41,100
26,16,50
13,3,400
42,9,100
38,33,100
27,35,100
37,19,100
14,45,200
40,45,200
41,3,200
44,33,50
20,48,400
38,27,50
5,48,400
30,45,50
28,24,50
17,23,100
19,15,50
29,26,100
41,26,100
9,43,400
3,1,200
2,44,200
6,41,50
5,40,400
32,45,400
23,49,50
17,29,100
10,20,100
13,37,200
42,41,200
22,32,400
3,31,200
27,47,100
29,49,400
21,6,200
14,27,400
32,37,50
28,16,50
19,37,400
4,28,100
38,46,50
42,22,100
34,18,400
16,25,400
49,40,200
34,23,400
7,41,200
6,45,100
19,13,50
41,49,100
42,1,200
49,41,100
39,44,400
43,32,400
0,40,200
18,49,200
19,40,100
16,14,50
38,21,50
28,13,400
23,42,50
16,44,200
39,6,50
15,28,200
44,12,400
26,4,100
12,23,400
7,43,50
45,24,400
42,21,100
13,31,200
43,35,50
31,16,200
44,5,100
16,24,50
4,26,50
38,18,100
1,3,400
34,0,100
22,17,400
12,32,100
19,48,100
24,48,200
23,17,50
37,1,400
47,27,50
