source,destination,bitrate
29,26,200
7,20,100
19,33,200
3,0,400
17,33,50
9,30,50
9,5,100
34,21,200
15,25,50
28,20,200
16,1,50
10,1,400
11,13,100
18,31,50
14,35,200
24,3,50
21,10,200
5,13,400
22,9,200
23,26,100
28,20,400
11,19,200
6,8,100
28,17,100
10,29,200
18,8,200
14,0,100
31,9,50
6,1,50
18,23,50
25,13,50
21,32,50
26,9,50
31,10,100
35,26,400
1,29,200
26,15,50
30,25,200
26,33,400
9,36,50
34,9,400
14,29,50
27,28,50
15,19,400
25,14,400
16,34,200
33,9,200
21,22,400
32,31,200
8,23,400
28,33,50
21,32,50
20,23,200
7,10,200
34,23,100
26,2,200
7,21,100
26,10,200
15,36,100
4,30,200
13,21,400
11,9,400
35,30,200
1,9,50
36,14,100
35,32,50
1,0,50
15,4,200
36,6,400
14,7,200
21,25,200
32,31,400
13,32,50
35,16,50
2,17,400
23,5,100
35,22,400
18,26,100
18,17,400
23,4,100
1,36,100
0,32,100
0,36,400
15,10,200
0,15,400
32,15,400
14,35,200
21,18,50
29,23,400
27,34,100
0,6,200
3,30,50
10,24,100
16,15,50
30,10,100
30,26,50
11,10,50
27,22,200
17,4,200
36,13,400
34,30,100
21,16,400
17,5,100
29,14,100
12,11,100
9,11,200
10,12,100
2,17,400
36,18,50
26,34,400
19,32,200
36,29,400
32,1,100
27,34,200
14,36,50
22,0,200
16,2,50
27,19,50
19,25,400
23,35,400
10,6,400
7,3,50
15,10,400
36,1,100
27,8,200
1,18,200
33,20,50
8,21,50
23,6,400
11,1,50
36,19,100
19,23,200
11,31,400
3,27,400
36,25,200
17,6,200
18,24,50
15,25,50
11,34,200
10,25,400
22,10,100
6,0,400
29,30,400
22,20,50
32,9,50
20,34,50
31,33,400
33,28,200
7,33,200
25,27,100
18,13,100
3,21,200
20,14,400
24,25,100
5,32,200
8,19,50
25,12,50
3,16,50
17,0,100
8,17,100
4,6,50
9,1,200
13,11,100
20,10,50
34,31,200
12,17,400
29,12,200
4,17,200
13,7,50
18,9,50
9,1,50
34,32,400
32,34,50
5,34,50
1,5,100
13,24,100
0,29,200
16,22,100
32,31,50
29,2,50
16,0,100
19,0,100
6,17,50
23,26,50
32,25,200
18,14,200
30,9,50
2,8,200
15,35,100
35,28,50
30,13,50
7,12,100
10,4,200
3,35,400
5,4,100
22,29,200
35,3,200
24,0,200
10,9,200
28,34,400
24,28,400
6,14,400
20,19,50
17,12,100
13,28,200
18,25,200
25,1,200
28,21,400
34,29,100
2,32,400
8,19,200
14,8,100
34,10,400
23,17,200
2,25,200
10,28,200
21,35,400
24,14,400
25,8,50
13,15,50
23,28,50
26,31,200
10,2,100
32,6,200
11,12,50
23,8,200
17,32,50
25,27,200
0,17,400
34,6,50
10,20,400
16,30,50
11,16,100
34,29,200
4,36,400
27,7,400
8,25,400
19,28,50
11,20,200
12,24,50
31,29,200
23,33,50
21,35,100
14,36,200
3,6,200
32,31,50
30,8,200
24,26,50
4,2,100
22,6,400
16,20,200
5,27,400
12,19,100
4,29,50
33,26,100
23,15,100
29,35,50
15,2,200
23,7,400
17,24,100
10,11,100
24,36,100
0,9,200
18,24,200
32,22,100
23,11,100
5,32,100
34,25,50
33,19,200
3,31,100
19,6,50
9,1,400
33,30,50
6,3,400
16,36,100
9,0,50
11,29,400
9,18,50
7,8,50
27,5,200
2,34,100
22,5,100
20,33,100
23,3,400
2,32,50
21,31,100
23,17,100
14,13,100
34,28,100
11,0,200
30,25,50
6,17,50
1,25,200
8,9,400
19,32,400
23,14,200
16,3,100
7,2,100
29,8,400
7,32,200
34,5,400
1,30,200
3,20,200
27,35,400
34,11,50
9,30,200
6,16,400
4,5,50
11,10,100
35,29,400
32,23,50
33,8,50
30,14,50
0,14,50
23,21,400
4,14,200
23,21,50
6,8,100
27,18,50
32,35,200
11,22,200
36,12,100
9,12,400
36,12,200
5,19,50
1,30,200
16,2,400
35,17,50
17,12,200
20,10,50
6,22,100
7,17,100
28,26,100
22,18,200
31,8,100
22,32,50
22,19,50
25,19,200
24,4,200
7,36,50
32,1,400
24,16,50
16,6,100
28,17,50
28,0,400
32,17,50
6,24,100
11,35,200
2,22,400
3,26,400
6,23,400
25,31,100
