source,destination,bitrate
13,31,400
34,4,200
19,23,50
44,33,200
30,27,100
18,27,200
9,10,100
16,38,200
22,38,100
19,30,400
36,34,200
3,40,100
17,23,50
36,40,100
31,18,200
17,34,200
19,30,200
30,32,200
16,4,200
15,11,100
20,27,50
31,29,400
27,42,100
7,47,100
39,34,200
27,7,400
33,1,400
24,12,100
7,36,100
45,12,200
27,41,50
19,7,400
26,4,200
0,15,100
13,26,400
15,4,50
45,1,100
43,27,200
30,1,50
13,6,400
25,9,50
37,49,400
31,48,50
17,29,50
40,32,50
36,14,400
40,17,50
4,27,400
43,22,200
6,47,100
46,49,100
31,33,400
4,27,200
44,49,400
48,20,50
48,22,400
1,19,200
14,2,200
28,22,400
32,30,50
8,44,200
0,39,200
32,18,100
32,48,400
42,10,100
24,27,50
17,30,100
29,34,50
49,23,50
38,44,100
36,45,400
33,18,100
6,41,100
11,22,50
4,13,50
29,4,400
33,13,50
39,40,100
20,9,200
32,12,100
49,36,100
19,4,400
4,28,200
30,5,50
45,12,50
5,22,50
35,16,100
31,48,100
15,46,50
11,36,400
39,33,50
25,35,50
49,5,100
2,1,100
21,29,200
32,0,100
15,34,400
47,38,50
12,41,100
3,5,400
45,23,50
8,48,400
43,49,400
49,25,100
34,30,200
41,26,400
32,25,100
9,45,400
30,24,200
22,48,400
0,1,50
29,20,100
21,22,50
39,9,400
17,31,200
39,0,100
12,28,50
3,19,50
27,39,100
35,22,100
9,19,400
20,42,400
45,15,50
48,49,400
6,28,400
13,24,200
17,0,200
35,1,200
16,25,100
35,10,200
27,43,200
39,35,400
19,32,50
21,11,400
45,39,100
23,34,400
31,41,200
12,34,400
34,5,400
11,35,400
37,35,100
25,37,50
12,3,400
0,26,100
42,2,400
36,14,200
38,13,400
10,47,50
11,20,100
10,8,400
38,28,200
29,34,200
9,27,50
36,22,100
16,20,50
19,30,400
22,3,50
6,38,50
8,33,100
44,22,50
2,12,400
14,27,200
41,12,200
21,15,100
18,24,100
35,49,400
20,24,50
7,24,400
1,12,50
43,19,100
43,1,200
4,25,50
3,13,50
25,43,50
32,7,100
24,13,50
19,5,50
39,4,400
21,30,100
40,35,50
44,13,400
48,10,50
15,7,400
18,11,200
38,19,50
47,49,400
16,2,400
30,6,100
30,38,100
49,37,50
49,24,200
41,15,100
14,38,200
8,43,200
44,10,400
20,9,100
13,21,50
41,20,200
34,4,50
27,3,50
19,18,50
49,19,200
5,46,400
46,4,50
40,42,400
7,5,400
49,40,100
33,11,50
34,22,50
26,7,200
8,18,50
11,23,50
19,17,100
32,41,400
11,0,100
34,30,100
25,45,400
35,8,200
21,20,200
12,21,200
25,5,200
41,29,200
30,11,50
10,31,400
13,12,50
17,27,100
16,22,200
11,48,50
11,38,100
3,17,50
31,27,50
26,5,100
25,9,50
13,5,100
27,40,100
5,31,200
47,33,400
36,8,100
45,43,400
20,21,100
2,36,200
23,9,50
28,39,100
41,49,50
23,44,400
17,26,200
36,41,200
30,14,100
47,22,200
4,32,200
11,28,100
33,4,400
47,40,400
38,6,400
19,15,100
16,21,100
22,0,400
21,15,50
15,26,400
10,44,100
10,35,50
9,19,100
4,9,400
22,11,400
22,36,400
29,48,200
38,6,200
31,29,200
9,20,100
8,41,200
13,6,200
6,46,200
47,27,100
39,19,100
33,13,100
24,7,50
49,46,50
10,15,50
8,9,50
9,44,50
38,35,100
34,2,100
0,9,100
38,19,200
11,0,400
9,29,100
44,10,100
0,8,400
10,18,400
27,24,50
9,43,50
3,4,100
26,15,100
33,21,50
39,44,100
21,22,200
5,3,200
6,31,100
3,20,50
38,23,100
45,18,200
21,38,100
45,14,200
49,17,100
26,25,100
19,25,50
16,13,50
23,19,100
6,31,400
4,44,400
46,35,200
4,14,50
7,18,200
42,12,400
29,14,100
7,3,50
41,40,50
0,13,200
49,27,200
24,6,50
11,26,200
26,35,50
13,21,400
46,3,50
29,32,200
46,6,200
35,14,400
48,45,400
3,9,200
46,6,400
12,35,400
7,34,100
23,42,100
19,37,400
29,6,50
16,39,200
21,10,50
15,37,200
8,7,50
43,29,400
8,24,100
27,13,200
37,7,200
34,8,100
9,48,200
32,11,400
29,39,100
36,46,100
48,12,50
2,1,200
5,26,100
7,14,100
32,8,100
46,10,200
8,17,50
34,4,400
22,47,200
45,30,400
8,41,400
12,49,400
41,45,50
14,20,200
0,32,100
23,49,200
35,30,100
37,45,400
36,10,100
44,23,200
7,16,400
32,6,400
36,22,400
49,45,400
40,47,400
19,34,200
14,17,50
26,0,100
32,31,50
26,25,100
7,19,200
25,20,100
30,44,50
16,21,400
37,8,400
35,20,200
1,34,50
21,43,200
31,2,50
24,20,100
13,27,50
16,7,50
12,18,400
11,28,50
7,16,100
11,43,50
6,12,400
19,32,400
35,42,200
1,7,200
49,25,200
42,1,400
40,46,100
48,12,200
49,17,400
5,31,100
34,45,100
11,26,50
15,16,50
41,42,200
48,24,200
39,9,50
22,36,400
42,34,100
38,1,50
32,12,50
38,18,200
47,2,200
12,48,50
31,29,200
9,37,50
1,47,200
12,38,100
20,6,400
