source,destination,bitrate
15,26,400
19,3,400
13,1,200
14,12,100
23,21,200
14,31,50
26,32,200
32,22,50
34,7,50
16,4,400
19,3,100
18,29,100
23,7,100
32,33,100
15,11,400
34,24,100
8,30,50
20,28,400
18,30,50
15,22,200
12,19,200
9,1,50
22,32,200
33,35,50
15,10,100
6,32,100
20,29,400
6,12,200
13,6,100
13,32,100
22,3,400
19,26,400
5,17,200
30,18,100
2,8,50
20,2,400
36,32,200
0,6,50
15,22,50
5,20,100
17,11,100
36,34,50
10,1,400
28,12,400
3,5,100
27,30,200
8,29,100
22,3,400
17,32,100
3,19,200
8,33,100
17,20,200
11,10,50
11,33,200
15,29,50
27,16,200
13,5,400
26,2,50
30,11,100
18,1,100
17,35,50
31,21,200
29,20,50
33,18,50
30,23,50
12,19,200
2,19,400
12,29,50
16,11,200
29,18,200
14,18,400
30,2,400
23,13,100
34,33,50
33,27,100
13,32,400
33,13,200
36,9,400
11,31,50
1,16,200
20,8,100
4,6,400
9,29,200
9,21,400
25,4,50
19,12,100
18,27,400
36,21,400
15,10,400
21,16,200
24,15,400
7,29,200
21,31,200
22,5,400
35,27,400
0,32,200
36,19,100
3,17,100
22,18,50
0,12,50
8,9,200
28,21,50
8,14,200
19,10,100
8,10,400
28,26,50
22,25,100
31,0,400
30,19,400
35,8,100
28,34,400
15,26,50
4,17,400
8,20,200
26,35,50
3,5,200
6,25,400
0,34,200
13,17,200
11,12,200
2,5,200
27,4,200
15,4,50
15,19,200
25,23,400
29,34,200
11,36,200
16,30,200
21,30,200
14,34,200
7,27,50
13,25,200
26,3,200
1,32,400
32,33,200
35,8,200
23,4,200
32,20,200
26,5,50
5,3,400
27,5,400
28,25,400
6,23,100
35,0,100
9,0,400
21,6,200
2,34,100
29,9,200
2,28,200
28,35,200
3,15,400
5,26,100
17,16,200
20,4,200
32,6,400
17,20,50
10,32,100
12,15,50
22,4,200
36,28,200
8,0,400
7,24,100
27,2,200
11,18,400
14,33,50
7,35,400
16,19,50
35,22,50
20,25,400
26,12,50
2,24,400
19,28,100
4,10,50
13,7,400
19,0,400
22,21,50
20,14,100
25,13,200
22,29,100
34,22,100
7,22,100
24,32,50
33,0,200
33,6,50
29,9,400
35,27,50
11,7,50
14,12,100
6,7,200
35,17,200
6,10,100
34,15,100
22,10,100
21,0,100
19,15,200
32,35,200
9,20,400
7,26,100
32,19,50
22,23,400
35,9,400
19,20,400
35,30,50
22,14,50
16,9,200
17,21,50
32,22,200
32,14,200
17,14,400
9,25,100
16,35,50
13,0,50
35,33,200
24,0,400
32,19,200
23,11,200
11,1,200
26,1,100
26,10,400
23,2,50
14,6,200
5,16,50
17,35,400
22,34,400
12,27,200
18,4,100
34,31,400
12,19,100
5,3,200
24,0,400
19,23,200
1,33,50
34,23,200
27,31,50
10,29,50
2,15,50
36,11,400
15,11,200
28,20,400
15,21,50
17,15,400
4,24,400
0,14,200
25,29,400
5,23,50
30,10,50
9,36,400
13,30,50
25,4,200
35,12,100
18,34,50
19,28,200
13,28,100
6,34,50
0,32,200
11,10,400
3,14,100
14,6,50
22,29,100
7,36,100
1,24,50
5,2,200
35,31,100
2,7,100
20,1,50
8,27,200
11,18,100
3,4,400
12,8,200
33,4,400
12,2,100
27,16,200
23,27,200
35,2,400
26,29,200
28,0,100
30,34,100
3,34,200
12,13,100
25,8,50
10,9,400
18,36,400
21,13,200
32,34,200
17,21,100
29,4,50
29,19,100
14,10,50
21,16,200
28,29,400
30,9,400
24,29,200
29,36,100
24,12,50
16,2,50
21,7,200
11,21,100
36,12,100
21,3,50
0,13,100
16,3,50
10,19,200
35,19,50
32,4,100
29,8,400
12,36,400
35,26,400
11,14,50
3,32,400
18,21,200
34,31,400
24,15,200
34,7,100
13,24,400
9,6,200
29,11,100
29,2,400
26,14,50
7,15,50
5,32,200
9,36,100
4,21,100
25,8,200
33,34,400
7,29,100
19,4,200
10,31,200
26,3,50
16,2,200
1,36,100
35,33,400
2,3,50
31,21,200
19,0,400
11,8,400
29,3,100
35,30,100
34,28,200
28,0,200
30,34,50
22,23,400
28,26,50
32,0,400
5,22,200
6,34,200
19,9,200
25,18,100
30,11,200
20,24,100
16,18,100
34,29,100
1,27,100
16,15,50
25,11,100
28,11,50
34,6,400
10,3,400
11,0,50
13,17,400
36,11,200
22,29,400
30,29,400
32,33,400
4,24,400
14,16,400
34,32,400
27,33,50
6,0,50
13,3,50
21,4,50
33,12,50
5,10,200
9,31,100
17,13,50
1,30,400
18,21,400
29,6,100
17,2,100
4,5,200
7,31,50
3,14,200
15,34,400
29,4,200
11,23,50
5,16,100
32,35,50
33,4,200
13,30,100
33,34,200
7,17,400
24,3,400
32,22,400
20,27,50
29,23,200
15,34,50
19,22,50
8,5,100
4,13,100
26,11,50
32,12,400
28,18,50
30,0,400
19,17,50
15,32,400
20,5,200
30,24,400
18,36,400
31,35,200
17,8,200
36,34,200
11,5,200
29,21,50
36,31,50
3,14,50
30,25,100
4,25,400
12,23,400
1,32,100
11,31,100
13,17,100
29,32,400
5,25,100
16,0,50
16,34,50
29,9,100
29,11,50
31,34,400
21,2,200
32,33,200
35,1,400
6,33,100
8,17,400
8,11,100
29,15,200
36,3,400
32,10,100
25,22,100
16,28,400
6,15,100
7,14,400
18,3,50
22,20,50
30,32,100
2,33,400
2,3,200
23,31,400
26,14,400
34,32,400
33,31,50
19,13,100
19,34,400
25,34,100
17,21,200
16,1,50
12,33,400
15,11,400
32,4,400
3,5,400
23,7,400
28,5,100
11,13,100
31,30,100
11,14,400
13,19,200
11,33,400
34,20,50
4,17,200
0,31,100
11,2,100
6,22,400
31,30,50
24,31,50
31,27,50
20,17,100
31,22,200
24,33,100
18,4,200
29,1,100
2,5,400
13,2,100
0,36,100
28,13,50
29,34,100
11,22,400
24,15,400
18,35,50
20,31,100
14,29,100
29,18,50
32,15,200
34,15,200
3,6,200
5,12,400
28,32,200
35,9,50
30,34,400
10,16,200
21,13,200
20,33,100
12,33,50
12,26,400
15,29,100
27,7,100
25,35,200
13,14,50
24,31,100
8,15,200
5,12,200
14,24,400
36,5,200
30,19,100
6,25,400
8,35,100
26,2,400
5,14,200
16,17,50
24,7,200
30,7,50
3,19,50
9,11,400
25,32,400
5,8,50
5,16,400
20,13,400
5,20,50
33,2,50
3,27,50
28,3,200
15,32,200
34,33,50
14,32,50
33,4,200
10,14,100
6,35,200
18,22,400
12,20,400
28,34,200
20,27,50
26,29,400
9,10,400
26,16,400
23,30,50
25,23,400
24,33,200
4,30,100
14,10,400
17,4,400
12,5,200
32,21,100
0,24,200
1,11,200
14,26,400
16,35,50
17,28,200
8,23,400
7,25,50
22,15,50
26,7,200
13,30,400
3,7,200
7,3,400
21,14,100
29,16,50
29,14,100
10,36,50
1,7,50
26,19,200
5,25,400
22,8,100
22,11,50
14,12,400
23,8,400
7,19,400
9,33,100
7,11,400
4,23,100
3,28,400
3,0,200
27,13,400
29,11,50
10,22,50
1,0,50
33,11,100
23,11,100
35,6,100
29,25,50
4,14,100
32,23,100
24,20,200
24,2,400
22,31,100
2,36,200
33,14,50
25,5,200
9,15,200
12,17,400
14,33,400
31,5,400
36,23,200
10,11,100
5,19,400
5,14,50
27,7,400
22,8,50
10,11,100
32,2,50
4,0,50
29,1,50
32,33,100
4,24,50
22,29,50
2,1,100
31,17,200
30,27,200
21,29,50
17,35,200
15,13,200
5,33,200
3,5,50
12,3,100
22,23,100
27,18,400
36,15,100
18,22,400
29,4,200
30,34,400
23,21,100
6,13,50
4,7,400
20,29,400
27,6,400
8,11,100
4,20,200
30,11,100
34,17,100
15,27,50
18,19,50
12,32,400
8,18,50
13,2,50
3,4,100
19,14,50
20,17,400
23,30,50
14,2,50
6,7,400
29,27,50
0,12,400
25,6,100
25,23,400
14,23,50
8,23,400
17,19,100
21,22,50
16,21,200
3,23,50
13,23,400
4,25,400
9,25,400
16,2,50
14,6,50
32,18,100
35,27,200
17,15,400
11,14,200
4,5,400
10,13,400
21,24,100
35,34,50
19,5,400
1,29,50
13,23,400
9,0,100
36,10,200
34,19,400
17,14,100
36,11,200
15,1,400
24,3,50
24,23,200
18,20,100
22,0,200
11,4,100
18,5,50
31,5,400
36,10,100
17,28,200
8,30,50
24,25,400
4,19,50
11,27,400
5,29,400
1,3,50
2,34,50
18,6,200
3,13,200
0,25,400
10,2,100
0,11,50
9,20,200
12,22,400
4,22,100
36,27,100
19,27,50
25,16,200
30,32,50
2,9,100
19,16,50
10,32,200
31,4,100
33,34,100
31,1,50
19,0,200
0,26,400
3,11,200
28,24,100
27,21,50
12,15,400
33,30,100
2,3,100
11,12,200
34,10,400
3,13,400
8,21,100
25,33,100
35,2,400
2,33,200
22,17,400
0,10,400
17,23,50
4,3,400
12,28,100
20,22,200
25,15,400
19,23,400
24,11,400
19,24,50
16,8,100
1,34,400
24,1,100
33,31,50
5,19,400
7,14,200
35,23,200
0,32,200
30,23,200
9,30,50
6,24,400
0,34,100
28,14,200
36,25,100
23,25,50
7,22,50
36,18,100
16,23,50
24,10,50
21,8,400
22,21,200
4,34,200
6,16,200
2,23,100
9,13,200
11,2,400
36,8,50
24,28,400
31,27,50
27,8,400
22,5,50
36,26,50
36,28,100
10,20,50
25,21,50
5,4,100
13,24,50
23,0,50
26,14,400
12,18,50
21,18,100
33,17,400
0,8,100
16,6,200
12,17,100
24,19,100
27,25,400
16,32,50
6,10,400
2,33,200
23,1,50
8,2,100
36,19,200
7,15,200
27,26,400
2,18,100
21,22,400
1,6,100
2,29,100
19,22,100
34,16,50
18,28,50
22,12,50
33,34,100
27,29,200
13,2,200
18,10,200
0,31,200
27,6,200
23,29,400
2,6,200
18,20,100
36,33,400
5,36,50
28,7,100
14,34,400
0,24,400
32,18,400
16,2,200
1,15,50
28,15,400
21,29,100
25,9,200
14,1,400
24,12,400
12,9,100
