source,destination,bitrate
2,29,200
43,38,200
43,23,400
33,27,100
38,0,200
39,26,200
7,48,200
31,0,400
41,8,200
12,36,50
0,38,200
45,4,200
44,40,100
34,23,100
33,27,400
26,3,400
11,45,100
17,25,200
20,24,400
2,26,50
3,24,50
13,27,200
7,42,100
11,41,50
22,27,400
16,22,100
37,19,200
21,3,50
6,40,200
25,40,400
9,0,400
44,41,200
16,33,200
6,37,200
5,14,200
36,41,100
10,27,400
29,1,50
17,9,50
34,45,400
39,16,50
32,29,200
2,42,50
21,41,50
1,31,200
32,19,400
2,0,400
1,45,100
15,45,400
27,40,100
44,2,400
36,25,100
7,33,200
47,42,100
6,20,400
8,25,200
45,18,200
49,32,200
35,27,200
34,37,100
38,24,100
29,40,100
45,14,100
33,28,100
20,36,50
48,3,100
39,3,100
31,2,100
9,34,50
25,12,200
21,34,50
1,30,200
15,43,50
35,39,200
2,41,50
24,5,400
10,28,100
0,1,200
45,4,100
48,11,50
26,49,400
24,41,100
6,46,400
25,26,100
29,4,200
35,31,100
35,0,50
48,49,100
19,10,50
17,32,50
9,26,50
42,25,100
4,5,200
45,19,50
35,11,50
6,20,400
15,44,400
17,28,50
36,23,400
5,32,200
1,2,100
25,24,400
43,33,400
37,31,400
14,26,200
25,1,200
23,7,400
40,22,100
10,17,100
12,25,100
17,12,100
5,49,100
1,34,400
31,6,400
20,8,400
10,15,50
5,21,400
13,38,400
15,24,200
25,23,200
32,39,200
21,32,100
2,12,200
2,31,400
35,46,50
48,49,400
33,29,400
23,8,100
21,16,400
31,11,400
6,48,200
48,37,200
28,43,50
22,45,50
30,27,400
42,10,200
22,3,100
17,12,100
5,32,100
49,43,200
39,19,50
47,44,100
30,36,100
26,18,50
23,30,400
46,29,400
33,30,200
43,9,100
14,2,50
2,14,100
20,9,50
21,26,200
27,46,400
10,47,100
37,23,400
45,48,400
37,3,400
18,14,100
33,21,50
20,49,400
48,1,50
16,47,50
18,13,50
45,29,100
38,26,400
34,18,400
12,43,100
44,38,400
8,3,400
47,1,400
4,3,200
42,10,200
43,35,400
24,9,100
49,25,200
28,45,400
14,11,400
36,6,200
5,18,400
10,26,50
30,47,400
46,23,100
1,16,100
7,33,400
28,31,100
48,26,400
45,46,50
34,47,400
16,23,100
39,44,400
41,14,100
11,22,400
26,27,100
0,33,50
9,14,100
23,36,100
20,8,400
10,26,400
7,22,50
10,45,100
26,10,200
17,38,200
13,46,50
31,49,200
