source,destination,bitrate
16,22,200
36,28,100
4,25,400
7,19,400
30,12,50
9,30,50
7,10,100
16,4,100
13,23,100
16,30,200
17,31,100
10,22,50
4,30,200
24,23,100
7,28,200
30,36,400
30,15,100
18,5,400
28,25,200
32,3,50
33,35,100
4,27,200
34,18,50
16,29,100
17,33,100
17,28,100
20,12,200
6,5,200
4,36,400
31,11,50
3,24,400
4,30,100
18,4,400
13,16,100
31,1,100
26,13,50
27,1,100
11,30,200
19,5,200
26,23,100
2,1,100
9,8,50
24,18,200
9,27,100
35,8,50
22,20,400
35,11,400
32,17,400
5,19,200
19,13,400
33,14,400
5,29,100
14,11,50
23,34,400
28,23,200
29,15,200
10,4,50
1,25,200
29,10,400
16,33,200
5,34,200
12,31,200
6,32,100
19,5,50
25,13,50
30,3,200
5,32,200
20,11,100
31,29,200
17,18,400
13,5,200
20,23,50
7,0,50
34,0,400
6,23,400
18,33,400
29,2,200
21,5,400
5,19,200
30,20,200
5,33,200
31,0,100
4,17,50
2,22,50
18,2,400
33,32,400
17,15,100
35,36,400
4,17,100
16,28,200
19,9,50
27,25,200
25,16,400
3,22,50
16,33,400
35,2,200
21,2,200
36,17,400
26,3,50
18,5,400
8,35,100
3,28,200
36,3,200
1,6,50
25,4,200
17,4,100
12,34,400
35,17,400
13,5,400
22,20,200
32,6,100
21,36,400
11,35,50
2,36,100
17,14,200
19,8,200
4,3,200
23,4,200
34,17,50
19,4,50
26,25,200
13,6,400
27,10,50
19,7,100
25,1,200
20,28,200
17,9,400
6,2,400
3,13,50
25,23,200
17,0,200
14,31,400
7,6,400
35,2,400
15,16,400
12,13,50
31,9,100
28,6,200
34,14,200
0,15,200
19,2,200
30,9,200
4,31,50
19,11,50
22,24,50
16,24,400
0,10,50
10,21,400
4,20,100
35,27,400
9,29,100
10,20,200
22,6,100
28,4,200
18,7,100
31,17,400
15,9,50
17,6,100
4,31,200
22,29,100
0,24,50
0,12,200
24,7,100
16,31,400
3,5,50
17,36,50
12,11,100
19,13,400
28,10,100
31,16,50
34,21,100
5,25,400
23,28,100
21,24,50
23,14,100
3,6,50
35,9,50
15,24,100
32,9,400
13,31,100
19,25,400
15,27,400
6,17,50
10,20,50
32,6,50
2,25,50
24,19,200
21,27,400
29,11,200
18,36,50
26,23,100
36,2,100
17,13,100
13,22,50
7,9,400
3,6,100
14,27,50
31,12,400
36,23,100
27,26,100
2,28,400
16,31,100
30,11,200
24,33,400
21,22,100
2,3,200
31,24,200
1,25,50
22,11,200
27,10,50
30,31,200
28,7,50
32,11,100
7,25,200
10,5,50
7,27,200
36,30,100
11,10,50
17,8,200
7,33,100
31,12,100
36,18,100
33,2,100
1,25,50
8,31,400
19,9,400
12,6,100
0,26,50
9,22,100
2,11,100
28,20,50
1,21,50
20,4,100
7,24,50
11,17,50
29,15,400
30,15,200
34,4,50
17,3,200
0,20,100
18,23,100
36,10,200
9,6,100
7,33,400
36,7,50
25,32,100
3,8,100
29,3,400
31,28,200
8,24,50
14,8,400
29,35,100
5,16,400
1,18,200
6,30,100
35,3,50
17,27,100
22,15,100
26,23,100
23,30,200
28,31,400
4,35,50
30,28,100
0,26,200
6,22,400
14,5,50
8,34,50
24,26,50
4,19,100
18,25,50
13,9,200
35,23,400
16,0,400
31,15,50
17,15,100
12,7,100
6,0,50
22,0,100
8,6,50
21,6,400
29,14,400
10,3,50
22,28,200
16,32,100
24,17,100
4,0,400
28,18,400
21,33,50
30,5,50
4,21,400
21,29,100
32,33,400
34,1,400
5,2,400
36,20,50
12,30,400
19,25,50
8,0,200
26,5,400
11,8,400
34,0,200
2,19,50
0,28,50
3,17,200
2,16,200
4,21,200
20,29,400
33,27,50
1,28,50
8,4,50
8,21,400
18,27,100
12,23,200
0,22,200
16,33,400
20,0,100
28,26,400
33,7,50
7,16,100
11,1,50
16,3,200
36,17,400
24,17,400
20,28,50
26,3,50
7,20,50
35,15,50
13,27,50
18,2,50
28,23,50
23,4,50
8,1,200
13,2,50
11,36,100
12,8,100
22,31,200
3,29,400
30,10,50
19,20,400
19,14,50
21,8,200
2,1,400
8,0,50
28,11,100
23,18,400
36,4,400
14,28,100
14,35,400
8,11,400
14,20,400
35,10,50
3,8,100
34,31,100
23,10,50
35,12,200
22,29,400
1,20,100
35,18,200
12,2,100
9,33,400
5,9,400
18,29,50
26,20,100
29,3,200
35,5,400
4,15,100
29,19,100
9,2,50
2,16,100
11,1,400
30,32,100
2,11,50
31,14,400
22,3,200
4,34,100
16,19,100
24,4,50
8,28,100
34,21,100
36,34,400
25,15,50
8,0,100
20,31,200
7,36,50
3,23,200
24,13,100
30,13,200
21,9,100
28,30,200
30,11,100
3,18,200
15,26,50
15,8,50
0,13,400
2,14,200
25,21,200
3,13,400
27,35,100
21,10,400
10,27,100
2,3,200
34,16,400
6,35,400
32,10,200
12,11,100
11,27,50
12,25,50
14,32,200
1,15,200
22,34,200
24,9,200
23,24,400
10,35,50
34,20,200
12,28,200
22,6,100
19,21,400
20,29,100
16,33,400
2,28,400
19,11,100
27,5,100
17,18,100
35,21,50
33,36,200
34,22,400
1,31,50
13,24,400
21,10,400
29,6,200
8,7,200
25,31,100
19,18,200
5,29,50
2,7,50
23,22,100
10,2,200
18,16,100
33,18,400
30,21,200
15,32,400
5,35,400
21,7,50
6,1,200
4,25,200
19,7,400
27,32,50
8,17,200
23,26,400
6,7,200
4,14,50
13,20,400
7,21,100
31,26,200
28,18,400
13,36,50
3,8,50
31,25,400
2,17,100
30,7,50
21,28,50
33,9,50
0,29,400
27,34,400
28,15,50
23,10,100
28,22,50
23,29,400
18,8,200
18,4,200
11,22,200
34,1,50
11,18,50
18,16,400
30,23,400
14,29,200
23,25,100
33,26,400
4,13,100
34,11,200
35,29,400
36,7,50
2,16,200
0,2,400
11,12,400
31,23,50
18,0,50
23,30,50
12,4,50
17,31,400
11,28,50
20,12,200
9,6,50
9,6,400
24,4,100
26,6,400
25,33,50
19,30,100
