source,destination,bitrate
10,32,50
33,46,200
46,36,400
37,46,400
43,34,50
20,32,400
26,1,50
34,49,400
41,3,400
20,49,200
18,41,400
10,42,100
21,34,50
37,49,400
38,12,50
3,41,50
8,42,400
33,38,100
28,48,400
29,27,50
43,26,100
12,23,100
40,12,50
36,22,400
15,37,100
49,34,400
26,36,400
48,36,100
1,32,200
32,11,50
38,17,200
34,13,400
23,11,400
0,32,400
17,0,50
44,35,100
29,42,200
49,21,200
35,22,100
21,14,200
43,47,200
16,19,400
34,24,200
10,47,200
23,24,50
26,14,50
44,10,50
2,11,50
31,48,50
40,0,50
45,11,50
20,30,100
40,8,50
28,47,50
8,15,50
25,22,400
0,31,400
20,33,50
46,17,50
28,21,400
43,39,50
7,36,400
3,14,200
45,47,50
14,43,200
31,41,400
29,4,100
47,45,100
7,21,100
45,22,50
6,7,400
35,32,50
0,11,50
27,37,400
16,43,400
34,6,50
33,6,400
45,39,400
6,16,100
46,15,100
38,47,200
21,0,50
21,13,200
42,35,200
45,5,400
33,38,400
31,32,50
49,2,50
0,3,100
40,49,400
25,0,100
49,32,100
38,28,100
29,21,100
18,34,200
8,26,50
1,10,200
36,26,200
14,43,400
26,25,200
8,3,400
20,6,400
38,42,400
5,41,200
43,9,200
3,19,100
28,27,200
20,25,200
5,11,200
4,39,200
17,46,100
49,1,50
45,49,400
15,9,100
42,29,100
13,46,100
42,7,100
37,28,400
1,40,200
8,43,50
3,17,200
46,0,200
49,30,400
37,27,400
27,49,200
23,21,50
44,20,100
10,26,400
46,0,100
14,26,200
11,33,100
14,44,200
3,42,50
43,28,400
22,18,100
46,49,100
41,27,100
4,28,100
10,41,200
14,15,200
27,35,100
7,34,200
48,32,400
43,21,200
16,23,100
17,35,200
18,48,200
33,27,400
2,36,50
46,20,100
30,8,50
11,33,50
11,41,400
43,30,100
44,48,50
4,20,50
49,23,100
37,48,200
41,44,50
22,15,200
39,24,200
13,30,50
41,21,50
26,35,50
33,5,50
21,39,100
36,48,100
7,46,400
28,23,200
13,4,100
2,47,100
24,17,50
29,15,200
43,12,400
27,32,100
36,26,50
16,22,50
32,30,50
25,49,50
31,5,100
37,43,50
0,44,400
3,48,100
26,19,400
5,34,100
26,37,50
33,45,200
12,31,100
40,18,50
6,44,200
7,2,100
37,22,200
31,36,100
32,44,400
28,10,50
40,46,200
17,19,200
3,41,50
16,14,100
5,32,400
30,12,50
12,45,100
29,43,400
13,3,100
34,19,100
30,35,100
5,48,400
20,13,400
5,17,200
35,16,50
11,25,50
7,21,200
27,45,400
20,9,100
36,22,200
0,6,50
11,31,200
9,36,400
21,39,100
45,21,50
37,3,100
48,11,100
22,42,50
13,30,400
39,21,100
22,23,400
38,19,200
35,29,400
49,2,50
17,23,100
34,40,200
3,43,100
37,47,50
14,13,100
13,39,400
22,5,50
33,10,200
0,35,50
34,2,400
39,15,400
26,13,400
26,21,400
31,40,100
2,13,50
2,20,400
42,8,200
27,44,100
26,30,50
25,39,50
17,35,50
1,41,50
15,47,50
19,29,50
35,36,100
32,22,400
32,42,200
0,20,200
25,27,100
31,39,50
49,30,50
15,21,200
49,38,200
44,43,200
48,14,400
6,3,50
31,20,100
2,21,400
28,10,400
42,14,50
36,17,100
4,49,400
25,44,200
1,30,50
40,20,400
24,41,200
28,21,400
24,15,400
5,4,100
42,30,50
30,43,200
39,19,100
8,38,200
3,16,100
44,46,50
14,3,50
33,49,400
9,1,100
33,17,50
42,47,400
28,0,400
23,44,200
39,43,200
42,45,50
26,17,200
10,42,100
40,13,100
7,29,100
1,34,400
2,41,400
23,41,400
23,14,400
19,16,200
47,18,400
36,42,50
20,14,50
19,46,50
20,4,50
37,36,50
24,12,100
15,24,200
10,12,400
20,4,400
44,25,400
40,24,100
44,11,50
14,32,50
19,33,200
31,13,200
35,41,200
44,41,400
7,30,200
26,24,100
15,43,200
17,12,400
37,26,50
1,44,50
42,16,100
5,29,400
39,25,400
33,30,400
28,3,400
39,16,50
25,19,100
29,48,50
47,28,400
16,31,400
26,47,50
24,13,200
4,20,200
30,15,200
38,48,100
18,7,200
30,48,50
17,31,200
15,12,200
23,4,100
45,10,50
43,26,50
35,20,100
3,12,400
11,47,400
1,42,200
18,17,200
45,3,200
42,34,200
3,19,100
43,17,400
28,37,100
2,22,400
18,28,50
14,36,50
36,37,50
14,5,50
45,12,50
49,7,400
48,30,50
12,49,50
17,31,50
33,13,50
41,9,200
0,30,400
26,32,50
15,30,200
10,48,100
16,6,50
14,34,100
13,7,100
26,36,50
34,43,100
33,45,50
1,29,400
32,48,50
19,4,200
22,28,400
9,16,200
11,37,200
14,2,100
45,37,200
26,39,100
14,11,100
16,5,100
1,0,200
7,11,50
41,17,400
28,3,200
2,14,400
11,26,200
25,20,100
35,41,50
3,12,200
16,33,50
43,19,50
47,25,100
45,43,100
22,40,200
6,27,50
25,39,200
13,49,100
12,49,400
23,4,100
29,11,50
42,4,100
20,37,100
30,48,100
43,0,100
26,15,50
1,22,400
23,13,100
39,37,400
2,26,50
