source,destination,bitrate
27,0,200
29,12,400
3,13,200
30,27,200
26,36,400
23,10,100
22,5,200
6,14,400
36,33,200
2,6,400
13,1,50
13,0,200
3,32,400
18,25,400
1,36,100
10,3,400
21,18,400
14,27,50
7,30,200
17,9,200
0,22,200
16,17,50
15,2,400
22,19,400
28,18,200
21,22,200
14,17,400
18,29,200
1,36,100
15,29,100
6,8,200
25,15,400
15,0,50
13,4,100
7,4,200
12,9,200
5,12,400
27,16,50
33,5,400
33,7,50
13,1,400
33,13,50
0,13,100
0,8,100
33,34,100
7,30,400
21,16,50
27,10,100
13,2,200
32,6,200
21,19,400
8,36,50
1,12,100
31,6,50
13,20,200
21,35,400
3,26,400
12,3,200
21,23,100
32,34,400
0,6,400
34,6,50
21,23,50
13,27,100
14,34,400
23,5,100
16,23,100
13,0,100
11,4,100
27,23,400
3,23,200
3,23,100
16,26,50
23,4,100
30,19,400
22,16,50
24,27,400
16,9,50
29,17,50
12,14,200
11,20,200
31,36,50
27,18,200
1,11,200
12,29,400
3,14,200
15,18,100
3,4,50
7,20,50
4,12,50
13,15,100
2,0,100
34,13,100
7,20,400
30,27,50
5,18,50
18,22,400
6,19,100
9,18,100
10,26,50
2,30,50
28,26,100
19,20,400
23,4,400
26,19,200
30,4,400
20,4,50
32,22,50
26,5,100
32,23,50
31,13,100
23,29,400
24,13,200
10,20,400
8,11,400
6,9,100
6,9,200
25,5,400
36,23,200
34,11,400
4,19,200
17,33,50
10,21,100
5,9,100
11,35,200
32,15,400
17,24,400
12,9,200
12,6,200
27,24,50
12,29,50
0,13,400
29,20,400
16,34,50
7,3,200
0,6,100
14,0,100
2,31,100
12,22,400
15,31,200
4,8,100
18,5,200
4,16,50
4,24,400
15,6,200
27,24,200
30,25,100
31,12,400
3,15,100
22,14,100
12,34,100
10,9,100
31,17,50
2,21,100
34,16,200
24,1,50
34,8,400
24,7,400
34,16,400
14,18,200
33,27,100
10,35,50
18,9,50
15,27,400
29,18,100
21,0,400
0,3,200
8,19,50
11,14,100
2,30,400
17,27,400
11,19,50
4,19,200
13,32,400
14,16,400
23,4,200
7,28,400
30,34,400
17,9,200
19,20,200
20,3,100
28,23,400
36,15,50
14,8,400
19,8,50
18,3,400
7,22,50
6,23,200
35,12,400
12,30,50
6,10,100
9,24,100
1,28,100
22,32,400
35,24,50
10,17,50
29,10,200
19,14,400
34,1,100
13,6,50
12,36,100
14,19,100
19,33,100
26,25,200
17,32,100
23,4,50
16,23,50
0,33,100
30,25,50
22,1,400
35,30,200
18,23,200
10,11,200
33,12,200
9,0,50
21,34,100
17,14,50
18,26,200
28,5,400
29,34,100
18,22,200
9,29,400
9,14,200
15,19,200
21,20,200
14,17,100
16,26,200
32,16,100
32,5,400
13,29,200
3,4,50
21,8,100
23,36,50
4,0,50
23,6,100
19,7,100
36,24,50
10,2,50
25,18,50
2,25,400
22,24,400
28,3,200
8,29,50
8,36,50
3,35,400
34,3,400
36,21,50
10,4,50
2,36,400
20,8,200
7,22,200
35,28,100
8,12,50
33,15,400
4,28,200
14,9,100
33,32,200
19,1,400
12,0,50
35,1,200
28,11,100
16,7,100
28,25,200
24,34,400
24,22,200
32,34,100
13,28,100
7,36,200
20,7,200
30,16,200
33,27,50
11,34,400
0,12,200
26,29,50
33,17,50
24,9,400
15,2,100
6,7,50
0,18,200
15,8,50
15,29,400
0,26,100
29,36,400
3,20,200
28,22,400
15,34,200
24,0,100
25,21,400
18,7,400
24,7,100
21,8,200
18,22,400
35,9,400
12,18,100
5,8,400
6,21,50
22,36,50
7,6,400
11,2,100
13,9,400
24,0,100
35,16,100
6,31,200
24,5,400
12,34,50
35,26,50
9,10,400
8,25,100
24,10,400
17,3,50
24,14,50
12,33,200
3,21,50
2,12,400
7,11,50
35,21,100
10,28,400
9,0,400
8,13,50
22,5,200
4,28,50
16,18,50
16,32,400
16,11,100
17,22,50
30,28,100
35,1,50
6,31,50
29,27,50
18,8,400
23,10,200
31,4,400
34,22,200
34,20,200
5,30,50
5,6,50
32,27,200
14,9,400
31,6,200
0,2,100
27,9,200
8,29,200
33,4,50
24,20,400
0,8,100
35,4,400
13,3,50
2,32,50
30,18,50
19,27,50
19,36,400
7,29,50
28,14,200
10,3,400
28,24,400
30,2,200
14,5,200
8,14,100
6,22,200
3,26,50
15,12,200
16,4,50
22,7,100
36,8,400
23,20,400
20,27,400
2,10,200
11,21,50
5,36,400
12,17,400
9,1,100
3,25,50
23,15,200
29,11,400
23,28,50
3,31,100
17,34,200
24,8,200
24,6,50
13,14,400
10,34,400
34,2,200
31,19,100
6,28,50
16,27,100
0,22,200
27,10,50
21,11,50
11,31,400
28,19,50
26,16,200
33,36,200
35,13,400
3,30,400
2,26,50
15,13,100
25,9,50
27,31,200
31,34,50
24,29,400
15,31,50
9,33,50
7,13,50
14,26,200
18,16,400
36,23,400
18,24,100
10,36,50
36,24,400
16,28,200
15,4,200
4,26,50
23,8,50
33,7,200
9,16,400
20,24,400
0,17,400
9,11,100
8,16,50
25,15,100
36,30,50
9,8,100
8,36,50
24,27,200
26,13,400
34,25,50
18,7,200
15,2,100
27,25,50
7,10,200
0,19,50
5,31,200
27,15,400
1,17,50
30,14,100
1,18,400
11,3,100
36,33,400
27,1,100
5,32,200
6,27,100
10,13,50
23,35,400
14,16,50
24,12,200
29,12,200
30,12,200
14,15,50
33,30,50
36,20,400
20,9,100
20,26,50
24,25,200
22,30,50
9,25,100
6,29,50
10,24,400
30,13,100
2,29,200
17,35,50
34,18,200
26,9,50
32,6,400
31,0,200
25,2,200
7,31,50
2,7,400
30,11,200
13,12,100
12,11,400
9,6,50
8,30,200
33,34,100
22,6,100
28,19,400
30,18,50
31,18,200
13,16,50
2,36,100
24,2,200
25,13,100
23,32,100
22,1,100
16,23,100
36,2,200
3,4,50
18,8,50
11,30,400
21,16,100
19,5,100
7,36,100
17,19,400
18,32,400
20,7,100
12,19,400
20,15,200
18,6,400
15,13,400
2,8,400
34,27,400
36,26,50
7,3,50
26,15,50
23,0,50
9,18,400
36,35,400
2,27,100
11,36,100
9,8,100
18,0,100
30,32,400
6,31,200
29,18,200
3,15,100
34,36,50
8,11,200
34,29,100
31,6,200
30,26,400
29,5,400
23,6,400
29,5,100
34,36,50
26,18,400
5,36,50
28,10,100
33,23,400
31,14,50
14,19,400
15,28,50
19,17,100
16,11,400
3,34,200
14,34,200
26,1,50
11,8,100
26,27,400
18,3,100
24,19,400
29,24,400
12,8,100
18,31,200
5,6,200
1,10,100
33,10,200
18,16,100
24,6,400
18,8,400
4,3,400
16,1,100
33,28,100
22,5,400
1,24,50
12,5,100
12,6,100
8,18,50
26,28,100
23,8,100
10,12,50
21,25,50
21,36,50
29,13,100
21,10,400
31,20,100
28,15,400
10,3,50
15,10,200
9,24,400
35,9,200
35,10,50
28,12,100
25,28,100
18,10,200
24,33,400
18,35,200
25,31,100
21,23,50
19,2,50
5,28,50
27,0,100
20,29,100
10,31,100
2,5,400
36,0,50
7,11,50
14,16,400
30,20,100
14,24,50
30,9,200
17,3,200
2,18,100
21,10,200
7,34,400
30,27,100
33,29,50
25,16,400
31,6,50
1,5,100
19,35,100
11,31,200
28,26,200
3,14,200
23,11,200
2,32,200
34,8,200
30,10,200
0,26,50
15,21,50
17,22,100
1,6,100
30,17,200
32,9,100
2,33,50
15,6,200
20,12,100
31,14,50
18,6,400
12,4,100
1,24,400
16,13,50
24,15,200
6,34,50
29,20,100
26,0,100
27,16,50
2,34,200
23,32,200
4,13,100
30,11,50
15,30,400
6,35,50
34,10,50
14,0,400
16,31,400
36,5,100
7,8,100
6,15,400
6,24,400
29,5,50
2,7,50
20,26,400
21,10,200
11,6,100
10,12,200
6,22,100
16,21,100
1,24,400
6,5,200
31,13,200
12,27,200
7,0,400
25,0,50
26,6,400
18,31,100
35,5,400
27,26,50
17,25,200
30,4,200
8,33,400
7,8,100
28,11,100
29,3,200
35,29,50
33,12,400
14,16,200
3,1,400
34,9,100
32,26,200
9,28,400
32,12,50
11,32,50
20,19,50
23,13,100
6,32,200
11,31,200
12,20,200
35,23,400
18,20,400
8,5,50
7,16,200
33,29,100
30,6,400
13,33,400
22,31,50
18,14,200
33,22,400
29,23,100
20,34,200
23,36,50
12,16,400
16,9,400
3,11,50
6,11,50
6,9,100
8,35,100
19,16,50
27,10,200
3,28,50
14,7,200
23,14,400
7,21,100
0,18,400
5,8,400
25,22,50
34,3,400
4,32,50
7,12,200
7,6,50
2,0,400
9,30,400
5,7,100
16,35,400
31,19,400
7,9,200
36,23,50
6,20,200
35,1,400
19,31,200
24,27,200
28,16,200
33,10,400
34,8,100
16,35,50
30,16,50
4,33,400
27,25,400
20,15,50
17,21,400
2,11,200
24,31,200
16,17,400
12,15,50
6,12,100
1,31,50
10,22,100
27,32,50
15,1,100
4,36,200
2,9,100
27,30,200
25,32,400
1,28,100
5,7,400
5,3,400
1,26,100
15,29,50
19,23,50
8,25,200
28,22,50
24,18,100
19,2,50
22,1,400
1,13,100
14,23,100
34,28,200
5,19,200
30,5,200
15,23,50
20,24,200
21,32,200
15,33,50
35,22,100
13,24,100
24,23,400
26,0,400
21,30,200
1,8,50
18,5,100
34,10,100
15,6,200
30,20,400
33,23,200
20,31,50
4,2,50
6,28,400
28,15,200
3,30,50
15,33,200
13,30,100
9,29,100
36,16,200
32,33,200
4,31,100
20,24,100
36,33,50
13,2,200
35,25,200
17,27,200
23,26,50
3,6,100
20,3,50
5,26,200
16,20,100
1,5,50
7,36,200
23,35,200
5,3,100
15,10,400
23,31,200
20,8,50
4,0,100
11,0,200
32,11,50
34,3,100
6,2,50
19,32,50
12,34,50
0,7,400
25,18,400
32,31,400
6,22,400
7,0,100
16,29,200
1,35,200
5,35,200
24,8,400
23,34,100
10,22,50
6,25,100
31,14,50
14,3,200
21,36,400
18,6,400
31,5,50
10,11,400
7,15,100
34,22,50
9,21,50
3,16,400
10,12,400
5,20,50
31,4,400
35,27,50
22,8,400
23,33,100
35,2,100
35,32,50
15,7,50
10,5,50
23,36,200
1,19,400
30,27,50
33,16,200
35,23,200
28,8,50
27,20,50
3,28,100
23,31,100
1,15,100
2,20,200
30,15,400
13,31,400
13,19,50
23,18,400
29,5,200
32,6,50
20,27,200
14,16,50
31,4,200
2,23,100
7,18,50
7,32,400
1,7,200
18,29,200
22,33,100
32,14,100
16,0,50
5,7,400
30,0,50
17,12,400
1,26,50
14,17,50
10,25,400
19,28,400
25,17,100
19,36,400
33,29,200
28,24,400
19,32,200
33,35,50
8,32,200
12,14,400
22,20,200
31,2,400
13,24,200
25,7,50
32,25,50
23,10,200
22,4,400
17,28,50
33,23,50
2,27,400
19,7,400
26,25,200
15,29,100
22,2,100
27,9,200
13,11,400
10,5,400
3,24,200
32,20,400
15,10,200
17,27,100
30,27,50
27,18,200
19,34,50
10,35,50
33,2,100
21,24,100
9,7,400
27,3,100
1,9,200
20,27,200
0,1,50
8,28,400
18,36,100
16,22,200
22,4,100
29,1,200
25,9,400
14,11,400
31,5,100
33,35,50
36,17,50
35,34,50
31,3,50
10,9,50
12,10,50
27,24,50
14,22,100
17,34,50
19,8,50
2,30,50
30,36,400
8,18,100
18,4,100
22,27,100
24,21,400
17,4,100
2,7,100
29,11,50
13,7,100
