source,destination,bitrate
31,28,400
20,28,400
43,44,200
12,32,50
4,8,200
17,10,100
9,10,100
13,27,50
14,42,400
37,34,400
19,18,400
2,28,200
1,18,400
13,45,400
9,12,50
15,9,50
26,28,400
9,48,100
6,19,200
40,19,100
18,26,400
12,40,400
30,46,200
27,42,50
42,12,100
11,35,50
3,43,200
12,13,100
21,20,50
40,30,200
47,38,400
33,28,50
34,20,200
40,39,100
34,3,100
1,27,100
21,0,200
30,49,200
19,2,200
48,31,200
28,13,200
23,14,100
29,44,50
38,36,200
32,33,400
1,26,400
38,11,200
17,48,400
13,15,50
6,0,50
46,18,400
29,24,200
19,32,200
43,21,100
29,48,400
35,12,100
24,32,50
26,49,200
44,22,100
33,25,100
40,25,100
21,27,200
47,38,100
16,0,100
36,8,100
25,32,50
9,26,400
36,45,200
14,32,400
39,35,400
3,36,50
48,39,100
17,1,100
16,30,50
19,24,400
13,25,200
45,10,100
1,17,50
23,3,400
23,36,400
26,11,400
22,14,400
43,30,50
31,35,200
40,29,400
38,0,100
15,33,400
9,49,50
25,16,400
12,13,100
13,21,400
23,14,50
18,10,200
33,18,400
11,8,50
35,18,50
25,15,400
26,49,400
26,30,100
20,11,200
48,44,400
26,41,200
1,30,200
20,49,400
16,34,100
38,39,400
6,19,100
23,28,100
48,7,50
26,0,400
15,4,100
26,30,200
28,20,50
22,16,200
14,13,50
39,47,100
24,31,50
40,3,200
37,41,400
18,37,200
7,24,400
27,29,50
26,14,400
0,22,400
11,37,100
13,30,200
14,46,200
25,22,50
36,21,400
38,17,100
17,30,50
20,45,200
18,45,200
48,10,100
20,43,100
30,11,100
12,42,200
28,20,50
9,48,400
43,25,200
46,4,100
1,36,400
28,8,200
24,17,400
25,48,400
7,32,100
42,9,50
17,15,50
26,35,50
13,9,50
5,36,100
11,1,50
1,22,50
9,21,400
37,16,200
6,10,100
28,13,100
21,36,200
0,18,200
25,40,400
17,13,400
9,27,200
33,9,50
3,27,200
9,48,100
19,6,50
33,40,200
22,39,200
40,46,400
36,35,100
45,33,200
42,30,50
16,30,100
24,47,400
8,45,200
41,37,400
47,28,400
36,29,200
11,35,400
7,11,400
36,14,400
8,39,400
29,9,400
34,33,50
7,34,100
33,5,400
0,14,200
8,28,200
8,14,400
29,48,200
29,30,50
22,0,50
42,46,400
38,12,50
44,47,100
9,16,50
44,46,400
13,14,100
41,13,100
28,46,400
35,26,200
49,30,100
37,3,100
21,22,200
46,3,100
0,44,100
24,3,50
39,16,100
48,34,200
19,12,100
46,29,50
34,35,50
34,13,200
44,6,100
40,18,100
21,18,200
40,27,200
31,18,400
44,7,400
0,1,100
28,37,400
4,25,200
21,46,100
17,38,200
38,14,100
38,24,100
24,47,100
33,40,200
6,48,200
37,24,50
33,24,400
35,28,100
49,37,50
45,35,200
29,37,50
29,14,200
5,39,400
15,8,400
27,42,100
41,11,400
34,1,400
11,47,100
10,26,200
8,39,50
37,25,200
28,41,400
5,43,100
26,11,50
20,7,200
30,15,100
37,36,50
10,19,50
43,17,100
0,16,100
2,33,200
42,19,100
44,36,50
47,13,100
38,48,100
32,9,400
11,49,400
10,7,200
8,40,400
16,44,100
16,27,400
41,29,200
43,5,100
24,33,100
40,2,100
19,31,100
35,4,50
23,18,100
41,21,100
25,30,100
2,10,50
1,16,400
10,27,100
17,21,400
9,34,50
9,27,100
3,23,200
12,11,400
21,43,100
41,39,100
3,44,100
7,4,200
11,16,50
42,1,400
26,36,100
0,19,50
28,13,50
38,30,50
24,4,400
20,41,100
39,48,50
35,24,100
18,35,200
0,27,400
9,12,50
0,31,400
30,42,200
11,46,100
37,35,200
44,5,50
16,24,400
37,13,200
25,31,50
24,22,400
42,49,400
39,33,100
30,44,400
44,26,100
20,14,200
19,6,50
34,37,200
23,10,400
3,16,50
1,45,50
46,15,50
10,20,200
9,7,400
12,48,50
30,8,100
34,41,50
3,46,400
28,15,50
4,25,400
8,12,400
16,45,200
27,16,400
34,29,100
21,4,50
46,30,100
45,12,200
48,13,100
30,49,400
8,47,200
22,20,400
47,15,100
32,25,50
11,36,400
16,44,50
17,28,400
34,9,50
20,39,200
45,13,400
32,35,50
44,16,50
46,22,50
18,40,400
8,27,400
13,6,400
3,34,50
11,17,400
36,33,50
27,21,50
21,3,100
16,36,400
12,21,50
43,12,400
43,5,100
0,13,400
14,43,200
14,7,50
