source,destination,bitrate
33,6,100
27,25,400
32,8,200
9,1,50
10,17,200
47,17,50
0,20,400
23,2,400
0,45,100
6,32,100
3,44,200
5,43,50
5,10,200
45,42,100
18,45,50
44,6,100
16,23,200
49,37,200
32,28,100
38,42,200
39,3,50
48,30,200
37,47,100
24,15,400
12,22,100
9,0,400
1,16,100
40,4,400
19,38,200
18,14,400
21,26,200
10,9,50
28,46,200
37,5,400
11,13,50
6,22,100
43,45,50
11,48,200
41,34,50
42,37,200
27,37,50
42,38,100
15,4,200
32,15,100
48,20,400
39,21,50
0,11,50
17,16,400
7,9,400
49,44,200
32,46,200
26,33,100
28,33,400
37,11,200
37,13,200
0,38,100
46,22,50
40,17,200
3,27,50
48,26,50
17,15,50
26,39,50
31,14,100
29,11,400
30,0,200
35,17,400
47,23,100
42,26,200
42,33,50
44,38,400
15,48,50
40,47,100
34,35,50
40,45,100
10,5,400
49,48,200
23,42,50
39,18,100
35,30,400
31,7,400
26,13,50
33,40,100
1,40,50
21,38,50
19,13,100
42,13,200
43,14,50
11,4,100
0,40,50
4,5,200
30,9,50
39,34,100
41,30,400
5,36,400
11,24,200
12,36,100
48,33,50
43,24,400
35,31,50
1,15,50
14,9,400
1,33,200
21,49,200
40,34,100
35,42,400
40,14,100
0,28,50
7,32,100
45,19,100
41,30,100
41,7,200
36,26,200
27,12,200
27,40,200
28,8,100
3,23,400
33,6,100
2,29,400
31,25,400
14,8,100
7,20,200
19,3,50
17,18,50
8,13,400
15,28,50
33,20,200
46,5,200
41,37,50
8,35,200
3,44,400
6,39,100
19,21,100
17,30,200
16,46,200
32,7,100
31,22,100
5,14,100
10,46,100
26,20,100
34,13,400
3,40,400
38,6,100
24,46,50
44,17,200
14,32,400
43,23,400
12,39,400
11,23,400
26,29,100
2,0,400
45,40,50
4,3,400
21,5,200
49,23,400
0,6,200
35,31,200
25,49,50
25,2,50
5,4,100
27,28,200
27,21,50
43,18,100
15,3,400
30,16,50
32,37,50
8,20,400
18,33,100
42,37,200
17,0,200
1,22,100
10,39,400
18,46,50
44,14,200
1,37,400
28,23,100
1,47,100
39,37,200
47,39,100
31,15,200
34,23,200
2,41,100
41,16,200
43,45,100
43,6,50
40,2,200
38,35,100
29,39,100
47,45,200
37,25,100
26,5,50
14,35,200
49,32,100
20,9,50
11,8,50
36,40,50
9,15,50
25,24,100
28,48,100
49,22,100
49,32,200
5,12,100
22,35,100
34,31,100
48,44,50
27,4,200
9,21,400
19,49,200
23,8,400
27,14,100
19,46,400
39,5,400
23,25,200
17,19,50
8,40,50
20,13,50
36,5,200
15,7,400
48,28,50
6,17,200
0,45,50
12,38,400
5,31,200
21,3,400
49,24,400
32,45,50
32,15,200
20,5,50
13,41,100
35,44,400
19,22,200
24,34,50
49,17,200
3,2,400
13,27,50
47,21,200
5,16,400
17,15,200
4,7,400
24,32,400
28,9,200
42,44,100
30,8,200
42,37,400
36,40,100
13,8,50
34,35,50
41,9,400
11,36,100
49,8,50
