source,destination,bitrate
41,34,200
10,12,50
18,32,400
36,15,100
32,47,400
3,18,200
37,49,400
37,10,100
18,8,100
35,39,200
1,28,100
34,22,50
48,43,200
30,9,100
5,35,400
19,43,400
18,47,100
34,6,100
26,17,400
28,5,50
24,12,100
14,8,400
22,31,100
35,18,200
23,24,50
10,24,200
38,22,400
20,10,400
37,32,50
34,31,400
13,36,100
9,14,200
19,45,100
19,32,400
44,16,400
39,42,200
22,14,100
31,18,200
41,27,100
4,20,200
33,46,200
5,49,400
31,24,100
22,15,50
32,25,50
8,42,100
12,32,100
32,13,50
25,6,100
8,12,100
15,18,400
24,17,100
13,12,400
31,8,400
16,15,50
11,21,400
10,4,400
22,24,200
45,48,400
39,24,50
28,44,100
34,38,50
20,23,50
47,49,100
33,1,50
20,33,100
44,36,100
33,28,200
40,32,200
1,18,400
41,4,50
31,8,50
8,23,100
41,16,100
20,48,400
37,33,200
41,7,50
13,11,100
7,20,50
15,43,50
17,2,400
47,27,200
16,19,400
47,15,50
40,9,100
42,5,100
41,6,50
7,37,50
29,7,50
33,49,400
43,10,400
48,1,200
27,25,100
42,30,50
33,23,400
39,49,50
15,8,50
49,9,200
37,17,400
0,5,400
21,39,400
27,46,200
10,46,50
16,17,200
24,49,100
28,1,50
48,22,200
33,16,200
31,23,50
29,43,400
4,8,50
27,26,200
10,48,200
38,37,50
24,23,50
20,5,100
20,25,100
27,4,400
40,4,200
37,18,50
22,43,200
45,26,100
15,44,100
49,45,100
42,1,200
26,44,400
8,45,400
36,42,200
35,29,100
35,48,50
2,1,200
45,39,400
36,21,400
31,43,50
22,21,200
6,18,100
24,26,200
49,33,100
9,21,400
21,12,400
6,34,50
49,43,100
19,21,100
6,5,400
23,15,100
23,28,400
32,21,50
44,35,200
49,47,100
46,33,200
1,3,50
19,49,400
43,23,400
33,2,100
32,20,100
18,49,100
41,5,100
27,35,100
28,14,100
25,35,50
32,44,200
29,27,200
7,5,400
42,26,50
6,49,50
31,33,100
9,18,400
7,48,200
6,5,100
18,46,50
48,33,50
46,39,200
4,1,50
17,38,200
49,35,200
6,9,400
4,40,50
5,12,200
15,2,200
35,45,50
1,5,100
42,10,400
32,34,200
18,11,400
29,32,200
19,49,50
15,32,50
11,47,50
29,38,200
0,24,400
4,37,400
16,35,100
40,16,100
46,18,100
28,16,400
5,7,50
49,34,400
49,18,400
5,17,100
8,18,200
11,39,200
31,9,400
30,7,200
1,46,100
9,28,100
5,8,50
16,10,200
27,38,100
11,25,200
24,11,50
42,40,400
8,37,400
36,46,200
12,34,200
3,14,50
17,10,400
16,4,50
33,20,400
16,43,400
45,17,200
7,16,100
12,29,400
4,32,400
42,14,50
22,44,50
8,15,100
20,7,400
10,43,100
42,19,50
30,42,200
22,17,50
33,18,100
10,31,100
24,39,200
5,13,200
29,11,200
37,20,400
21,6,100
19,16,100
8,28,200
42,47,200
1,45,400
12,17,200
20,6,200
33,2,200
35,14,100
22,33,50
21,7,200
38,34,400
25,48,200
37,47,50
11,4,100
42,11,50
32,26,400
7,13,400
29,36,100
49,1,100
7,4,400
46,5,100
7,44,200
39,9,400
35,36,100
5,20,50
39,45,400
37,16,200
9,32,50
37,33,100
4,47,100
35,9,400
28,43,200
17,43,200
43,26,100
49,32,400
48,46,100
17,43,400
37,11,50
7,10,100
38,23,200
13,24,50
43,33,400
19,10,100
1,32,400
25,23,50
46,17,50
19,8,100
38,6,50
19,38,400
34,23,100
40,4,50
26,30,50
1,2,200
9,27,200
47,24,200
13,8,100
45,4,200
40,13,200
43,20,50
6,42,100
41,18,100
12,16,200
5,17,200
16,20,100
13,25,100
37,27,50
6,29,50
9,23,400
24,10,400
35,40,50
7,20,200
18,1,400
47,19,50
36,1,400
21,15,400
30,27,100
12,0,100
25,49,50
18,47,200
19,11,200
45,46,400
33,44,50
26,34,100
42,19,50
33,21,400
27,10,50
3,26,50
31,0,400
25,27,50
41,21,200
37,42,400
45,0,400
1,5,100
23,4,100
27,3,100
30,28,200
1,13,100
0,42,400
45,25,100
11,1,400
15,27,200
16,45,400
45,46,50
40,37,50
14,37,200
15,19,400
36,7,100
47,16,200
35,9,200
47,25,50
25,4,50
36,38,100
43,37,50
36,5,50
7,49,100
20,6,200
22,24,50
1,21,100
5,25,50
12,0,200
39,4,200
45,4,200
44,17,100
37,30,100
46,30,50
23,26,100
41,35,100
25,14,200
7,42,200
22,2,100
6,8,50
43,39,50
17,49,50
26,23,400
35,24,200
19,26,200
13,33,200
12,47,50
1,20,50
18,22,100
32,49,200
38,15,100
18,4,400
45,18,100
26,48,100
1,42,200
26,20,400
14,15,400
5,48,400
44,18,200
47,18,50
34,38,50
35,5,200
30,22,400
2,17,100
5,24,400
47,36,200
3,20,400
22,40,100
49,38,50
29,21,200
49,34,200
48,5,400
40,43,200
17,39,100
36,35,200
3,46,200
12,33,400
32,4,200
30,41,50
31,47,400
3,33,400
35,10,200
1,38,50
4,18,200
18,20,50
33,43,200
39,47,400
1,14,400
15,13,50
40,2,100
45,34,200
27,10,100
18,28,50
11,17,100
22,41,400
46,26,100
20,37,400
41,31,200
13,38,400
33,26,50
23,13,50
47,26,400
0,44,200
47,18,200
20,24,200
36,25,50
48,17,200
44,45,100
25,13,400
14,44,100
21,36,50
24,43,200
1,32,400
19,38,400
24,32,400
9,45,50
14,0,50
22,21,400
8,30,400
15,22,200
12,38,50
3,36,400
13,32,400
9,28,200
11,36,200
33,4,200
16,0,400
27,13,200
15,40,50
48,41,400
36,35,400
17,14,50
12,39,50
20,44,200
2,13,200
49,48,400
10,38,100
6,0,200
15,12,400
7,21,400
40,18,200
4,6,50
31,37,100
11,3,200
44,13,200
31,8,50
34,32,400
43,47,100
27,40,50
49,6,50
41,49,50
42,35,100
47,7,100
44,9,200
46,40,100
26,1,200
35,12,400
20,8,50
48,42,400
37,32,50
25,9,50
38,14,100
21,23,400
8,40,50
4,28,50
15,37,400
27,6,50
2,28,50
12,27,50
4,27,200
37,11,400
49,15,50
10,23,400
23,19,50
15,36,200
26,21,50
15,42,400
34,21,50
40,45,200
27,43,400
48,29,200
18,0,100
5,8,100
44,32,50
30,32,50
10,17,100
45,20,50
19,40,100
24,3,100
26,7,100
34,8,400
2,34,400
11,17,200
37,15,100
38,16,400
5,40,200
45,34,200
20,45,400
11,6,100
48,42,100
35,26,100
46,48,200
1,27,100
15,32,400
10,40,50
33,30,50
34,19,100
26,13,400
23,24,200
18,47,100
0,46,200
20,29,200
44,2,200
45,15,50
14,21,200
30,5,50
36,43,400
20,19,50
23,0,200
48,46,200
23,33,50
22,42,50
32,5,400
33,3,100
32,30,200
42,37,50
37,45,200
42,3,100
42,24,400
28,35,400
33,23,200
12,16,50
28,15,200
3,42,200
37,25,100
14,38,100
26,17,50
12,9,400
8,0,100
29,24,200
44,13,200
49,26,200
29,43,400
9,45,200
12,27,50
24,30,50
9,13,400
29,26,200
19,43,50
3,46,400
49,30,50
47,36,50
29,45,50
41,30,400
45,7,50
13,31,50
6,25,400
10,29,200
6,8,400
48,16,100
17,9,400
7,39,200
13,25,400
2,44,100
24,20,200
40,6,400
6,5,100
23,46,50
6,26,200
15,2,50
48,32,400
5,8,50
40,38,50
9,47,50
11,37,100
35,9,400
3,49,200
9,3,50
43,6,50
39,35,400
15,24,200
34,7,50
18,45,100
47,30,200
42,34,50
23,0,200
35,23,400
16,13,400
48,37,200
39,46,50
49,11,100
22,9,50
6,42,400
45,48,400
23,29,400
41,26,50
18,24,400
18,31,200
13,35,50
18,8,50
49,42,200
16,23,400
5,22,200
49,3,50
47,9,200
15,4,200
2,37,100
30,34,100
23,12,400
18,46,100
32,45,400
13,40,100
27,13,100
10,19,50
9,6,200
34,2,400
31,46,200
6,31,400
32,10,100
2,44,400
46,29,200
36,43,200
21,24,50
31,43,200
47,41,50
31,2,100
47,17,400
49,33,400
0,41,50
12,11,200
40,42,400
23,15,200
15,12,100
42,43,200
16,45,50
46,41,200
3,32,200
12,28,400
26,16,50
43,35,400
49,45,100
49,16,400
37,36,100
29,47,100
10,11,200
40,14,200
43,42,100
48,46,50
15,18,50
32,28,400
7,11,50
23,19,50
31,37,400
43,40,50
19,21,400
19,25,50
24,43,50
16,47,100
46,49,50
40,19,50
46,30,200
10,1,50
17,35,50
15,26,200
8,3,100
19,47,400
19,15,100
17,39,100
13,32,50
49,48,100
17,14,50
13,41,50
26,16,400
45,42,200
24,41,50
7,27,100
18,38,200
33,4,400
25,47,200
36,38,400
34,31,50
32,0,100
26,42,200
14,42,100
23,12,400
9,15,200
35,26,50
20,26,100
9,15,200
8,40,200
49,22,200
38,3,200
17,28,50
39,49,100
21,33,50
11,0,100
8,9,50
46,44,400
29,36,200
31,6,200
14,10,200
27,4,50
30,3,100
28,46,200
24,38,400
48,10,100
33,2,50
44,10,100
40,5,100
15,45,50
34,20,50
30,20,400
0,46,50
12,24,50
47,20,400
24,49,200
9,33,100
42,12,200
35,47,50
5,1,100
15,28,50
8,4,400
45,28,50
9,43,50
16,10,400
35,34,200
13,8,400
41,12,400
40,29,100
39,12,400
49,5,200
30,3,200
30,0,400
9,17,200
14,16,100
15,49,200
44,39,100
2,6,50
1,41,200
30,40,200
23,49,100
9,47,400
49,5,100
10,44,400
38,32,50
10,39,50
31,35,400
0,3,200
22,2,50
23,30,50
17,0,400
23,28,400
8,0,50
7,37,50
45,8,200
22,21,100
35,23,400
47,14,400
16,45,400
3,8,50
49,47,50
35,13,100
41,23,50
5,6,100
31,40,100
36,12,200
13,6,400
33,17,50
30,8,200
37,17,100
4,20,100
4,7,50
4,32,100
14,38,50
10,27,50
3,17,400
43,12,400
35,28,200
0,25,200
32,10,100
25,42,200
11,6,50
32,15,200
1,6,400
11,35,200
13,4,50
33,3,200
28,17,100
12,13,50
24,25,100
40,43,400
44,41,50
32,27,200
4,39,400
11,24,50
35,27,50
14,49,200
32,46,400
24,1,50
1,38,50
16,35,50
2,45,200
2,39,200
28,43,400
35,17,50
15,11,50
32,40,50
11,19,200
46,1,100
28,46,50
24,16,400
47,8,400
49,39,50
5,41,100
6,20,50
38,23,100
7,21,50
36,45,50
12,0,400
5,20,100
21,7,400
25,28,50
13,16,200
18,12,50
8,21,200
15,5,100
29,28,100
11,27,400
13,37,100
3,23,100
41,5,400
39,1,200
29,8,200
43,29,400
10,0,200
25,1,200
33,34,50
3,32,100
24,35,400
13,46,200
10,15,100
7,21,400
6,49,100
5,45,200
15,14,50
29,5,200
18,24,200
0,48,50
1,39,200
44,12,200
14,26,50
43,35,100
32,27,50
22,47,100
43,9,50
25,32,100
11,47,50
43,34,400
26,16,100
19,11,100
25,20,200
40,14,50
13,29,200
26,23,50
46,43,100
48,33,400
41,7,400
47,26,100
49,3,100
14,40,50
31,45,200
19,32,200
8,43,50
24,5,200
40,34,400
28,36,400
33,1,200
45,30,400
39,44,400
21,8,100
16,39,50
44,23,50
48,22,200
27,7,200
45,5,50
4,0,200
2,12,400
8,9,200
26,3,50
2,25,100
20,15,200
11,40,50
38,48,400
41,36,100
1,42,100
39,46,400
35,3,200
4,19,400
44,25,200
23,18,400
47,1,50
41,26,100
15,10,200
42,24,400
9,45,50
37,11,400
29,5,200
33,24,50
48,49,50
43,28,200
12,43,50
