source,destination,bitrate
22,24,200
26,35,50
22,13,200
25,17,50
13,6,400
3,11,200
1,36,100
20,24,50
2,3,50
14,6,50
28,29,100
25,31,50
8,28,100
21,11,200
27,0,100
15,9,400
13,36,400
25,9,200
7,20,50
15,18,400
2,15,50
21,13,100
34,16,400
2,10,400
21,13,100
21,4,200
10,28,50
33,1,200
36,17,400
31,9,400
22,27,400
13,26,50
3,21,400
8,1,400
31,26,100
2,36,50
12,36,200
22,30,100
35,11,50
30,9,100
18,1,400
29,27,200
27,29,200
2,36,200
20,31,100
30,6,200
35,22,200
17,14,100
35,2,200
5,26,400
33,24,200
11,34,100
27,18,400
22,32,50
17,25,400
19,17,50
30,1,50
19,2,400
18,9,50
34,13,100
28,12,400
27,31,50
34,4,50
6,31,50
34,16,400
29,1,200
24,4,50
11,29,100
26,24,200
10,0,200
6,26,200
36,17,100
6,1,50
27,4,400
10,25,200
20,36,400
26,2,200
11,34,200
36,1,200
29,4,50
22,15,200
31,1,400
23,11,100
21,28,200
26,14,400
1,28,200
32,29,400
18,29,200
8,24,50
20,29,200
33,12,400
23,29,50
1,23,100
4,34,400
34,21,400
11,6,400
26,7,200
26,33,50
6,17,50
24,36,100
27,11,200
4,23,100
12,6,400
8,23,400
23,31,50
0,18,100
18,2,100
6,21,50
29,31,100
25,28,400
20,1,50
2,7,100
29,35,200
26,20,200
28,20,200
8,11,50
20,6,400
0,20,50
28,32,200
3,36,400
31,23,50
28,23,100
9,29,400
4,22,100
31,35,200
9,15,50
32,18,200
29,31,50
7,27,100
36,32,200
1,20,100
31,6,100
8,6,200
4,36,100
8,24,50
2,36,400
36,33,200
16,6,50
2,20,100
0,31,200
1,32,100
12,26,400
25,0,200
34,2,50
19,15,200
4,31,400
31,16,200
7,33,400
30,36,50
36,29,200
15,10,400
2,26,50
21,24,50
24,32,50
16,23,400
28,24,200
15,29,200
13,20,200
35,36,100
24,34,50
35,16,100
28,13,400
33,35,400
18,26,200
33,19,50
14,18,100
25,7,200
32,30,400
1,2,400
31,6,100
16,19,400
31,12,100
23,17,100
8,19,50
9,30,100
27,16,400
14,31,100
36,24,400
6,24,50
28,20,50
1,6,400
9,12,100
10,26,400
7,20,50
17,23,50
34,14,100
36,32,50
