source,destination,bitrate
17,5,50
18,25,200
30,28,50
29,5,400
9,4,50
12,16,200
28,2,100
26,14,400
14,11,200
27,3,50
31,15,200
32,6,100
18,33,400
9,10,50
19,8,100
32,19,50
4,28,50
3,35,50
4,36,100
22,17,400
7,25,400
13,11,400
16,3,200
20,22,50
6,8,400
30,13,100
30,19,100
1,4,50
24,25,400
29,2,50
20,24,50
35,12,50
18,13,200
24,9,50
27,21,200
2,3,200
1,26,50
25,5,200
9,29,200
24,35,200
7,9,100
17,16,50
9,1,50
35,23,50
24,18,100
8,18,50
3,29,100
30,17,50
5,13,50
27,16,50
36,32,50
17,29,400
2,17,400
30,35,200
29,32,100
24,26,200
27,4,200
6,21,400
32,2,200
15,17,400
35,18,400
18,26,50
10,32,200
2,9,100
18,4,200
5,30,400
7,11,200
25,11,100
36,9,200
32,0,100
12,4,200
4,22,200
12,18,50
2,24,100
17,23,200
8,20,100
36,27,400
35,6,50
24,28,100
27,28,200
24,4,400
24,29,400
11,5,400
2,22,50
18,11,50
6,32,50
0,1,100
31,8,100
26,3,50
8,1,50
7,23,400
11,3,200
19,34,100
5,34,50
9,27,100
14,5,50
3,31,100
31,9,50
2,5,200
19,15,50
25,0,400
29,33,100
11,34,400
31,5,100
23,17,400
7,32,400
23,4,400
6,26,50
5,22,50
10,27,100
33,8,100
22,35,200
32,0,400
19,17,200
20,17,400
33,0,400
21,34,400
15,23,50
35,14,100
20,16,400
29,2,200
7,5,400
25,26,200
28,7,400
17,13,100
27,34,100
2,24,200
16,9,200
27,11,100
14,17,100
6,8,400
3,32,100
24,18,400
34,32,400
33,23,200
31,29,50
26,34,200
6,10,100
29,32,50
1,20,200
23,30,400
10,1,100
10,33,200
5,26,400
16,13,50
17,15,200
18,15,100
36,17,100
27,14,200
6,7,200
34,5,400
8,16,100
15,29,100
12,21,400
22,32,50
7,8,400
19,13,50
10,28,400
11,19,50
15,23,200
25,5,200
5,0,400
2,32,100
21,32,200
13,12,100
0,14,100
6,20,200
35,22,100
22,9,100
30,18,50
29,22,200
4,27,100
0,1,100
31,34,200
33,32,50
15,6,100
2,11,400
15,19,100
24,36,200
25,6,50
16,12,50
21,7,400
14,7,100
21,4,50
12,16,50
10,35,50
5,7,200
23,34,400
23,26,100
31,15,50
9,31,200
25,19,200
4,21,50
19,17,100
31,10,200
22,15,100
15,25,100
28,5,100
9,33,50
8,32,400
6,8,200
0,2,100
10,20,100
25,3,100
2,16,200
17,23,100
14,31,400
35,3,50
7,33,50
6,22,200
3,13,200
21,0,100
32,12,200
1,35,100
10,18,200
15,8,100
34,1,400
9,23,200
33,3,50
23,5,100
10,3,200
19,5,100
11,22,200
19,36,400
4,1,100
24,3,50
19,9,100
24,5,50
6,1,50
7,11,50
25,6,200
16,11,50
8,22,400
16,34,100
26,2,400
3,19,200
22,34,400
8,34,50
18,23,400
3,35,400
27,21,100
28,34,50
30,2,100
21,15,200
23,14,200
25,12,50
24,29,100
36,20,400
29,9,50
20,31,50
15,6,200
13,20,100
3,0,50
4,14,50
8,4,100
25,20,200
19,13,100
2,11,100
28,27,50
23,8,50
20,25,100
15,34,200
7,2,100
36,18,200
36,14,200
34,9,200
17,30,200
25,30,200
13,32,50
21,11,200
22,28,400
18,31,400
14,30,400
12,35,400
8,34,100
2,32,50
2,18,200
34,6,50
6,7,50
15,25,100
25,17,400
20,31,50
13,6,400
0,4,100
36,15,400
34,14,100
23,19,200
0,13,100
1,17,50
22,36,200
21,12,50
35,20,200
31,30,400
35,2,400
20,23,400
31,12,100
0,7,400
30,2,200
4,5,50
11,33,100
5,18,50
7,26,100
13,32,400
5,10,400
17,12,200
8,18,200
24,22,200
25,18,200
8,2,100
16,36,50
13,20,200
11,6,200
24,20,400
31,34,200
17,9,200
32,31,400
36,20,400
2,25,100
22,34,400
5,33,200
5,13,400
16,10,200
24,28,50
29,2,100
15,2,400
19,24,200
16,22,50
18,8,400
14,8,100
1,18,100
3,0,400
2,36,50
27,11,200
3,25,200
12,6,200
24,13,400
11,22,200
15,1,400
28,22,400
9,3,400
24,3,400
31,35,50
24,0,50
26,12,100
26,10,50
30,3,50
25,24,200
4,7,50
11,3,200
24,20,50
5,4,100
35,14,400
27,8,400
5,33,100
10,8,400
8,32,100
32,5,200
4,8,400
33,31,100
25,5,100
17,4,200
31,4,400
9,25,50
35,1,400
16,15,400
34,35,400
28,4,50
17,10,100
10,31,100
20,8,200
1,35,50
22,9,50
27,9,200
27,11,200
5,21,200
8,5,200
22,24,50
28,22,200
1,13,100
9,18,200
1,11,100
34,4,400
26,17,100
18,25,50
5,29,200
15,5,100
22,21,50
4,32,400
2,10,100
12,8,50
33,17,400
26,10,100
30,16,50
27,20,400
15,13,400
2,33,50
20,0,50
29,28,200
31,7,200
12,2,400
2,8,400
34,35,50
20,31,400
33,4,400
12,32,200
2,36,50
14,25,50
8,26,400
8,20,100
31,28,400
25,27,200
20,16,200
0,7,50
34,19,200
14,35,400
36,7,200
9,13,50
31,16,50
26,18,200
19,24,100
30,33,200
12,3,50
23,11,100
9,5,400
27,35,400
32,35,100
29,7,200
4,32,100
15,24,400
19,28,100
7,11,100
7,23,400
12,28,100
19,16,400
35,9,100
34,12,200
34,23,100
14,31,400
15,8,400
28,31,100
9,35,200
31,30,100
12,3,400
35,8,100
6,0,200
19,13,400
27,10,400
28,6,400
29,20,100
32,7,100
24,20,200
20,11,200
8,6,50
35,20,100
1,33,50
2,9,100
35,21,100
31,26,400
11,31,400
32,17,50
13,29,200
27,23,200
25,36,100
9,5,200
5,28,50
7,4,400
10,27,400
28,24,200
4,23,400
8,6,100
