source,destination,bitrate
16,8,50
47,2,400
46,43,200
11,48,400
2,19,100
46,33,50
28,20,400
30,18,200
16,26,50
48,21,50
14,38,200
0,18,200
1,49,400
30,49,400
32,23,200
3,17,50
9,24,50
1,10,200
43,3,200
31,1,100
41,49,100
10,45,100
4,45,400
30,25,200
5,27,50
8,27,100
39,17,200
0,36,50
19,4,100
8,21,100
5,3,100
43,26,100
31,35,100
35,37,400
14,9,200
16,9,400
15,38,200
14,28,50
46,25,50
26,36,50
31,18,400
28,31,400
40,43,100
18,13,400
42,28,400
48,49,200
17,3,50
5,39,400
29,38,50
48,39,50
36,16,50
15,7,200
38,40,50
3,12,200
9,5,50
16,28,50
28,42,50
44,2,200
37,39,50
40,30,100
3,47,400
32,7,200
33,31,50
16,34,50
44,12,100
29,0,400
21,16,50
36,19,200
30,14,400
5,40,200
48,29,100
23,47,400
2,42,50
45,38,100
16,5,400
49,6,400
23,17,100
48,18,200
39,40,400
28,1,50
31,19,400
21,6,200
44,47,100
41,36,400
9,27,100
14,16,400
9,19,50
30,22,50
1,40,100
6,38,400
17,36,100
4,40,200
13,20,400
28,32,400
2,22,50
44,21,200
2,24,400
13,27,100
13,14,50
49,40,50
14,22,100
12,28,400
39,47,50
46,7,100
30,17,100
29,36,50
37,14,400
7,24,400
10,16,50
8,14,200
13,3,200
46,0,400
5,48,200
20,33,50
35,26,400
33,45,400
17,40,50
49,13,400
3,18,100
34,45,50
24,9,200
31,36,50
43,8,400
23,31,100
42,43,200
46,40,50
40,25,400
45,0,50
45,16,100
11,14,100
38,8,200
2,18,200
14,13,50
41,42,200
6,12,400
40,46,50
16,18,50
13,14,100
16,25,200
26,16,200
1,32,100
18,17,200
13,29,200
42,44,400
25,20,200
19,8,400
49,24,400
48,7,100
6,24,200
29,32,100
3,12,400
25,16,200
8,38,400
8,3,400
20,14,50
21,34,200
5,32,100
15,41,100
33,42,400
16,45,400
29,9,100
38,35,200
16,29,100
7,35,100
4,26,50
14,27,400
45,48,400
6,33,50
22,34,100
47,32,100
7,12,100
42,14,100
16,12,200
8,11,200
20,33,200
14,3,100
28,33,400
38,14,50
34,10,400
41,25,400
39,20,400
38,6,200
5,14,100
16,30,100
27,19,50
35,15,100
9,6,50
1,39,400
13,10,200
23,34,200
1,0,50
24,4,100
10,49,400
39,27,400
22,43,50
20,8,400
2,16,100
40,39,200
36,3,50
38,16,50
7,3,400
38,19,100
20,37,200
13,5,400
28,36,50
21,0,400
19,23,400
21,47,200
23,0,400
4,41,100
3,6,200
1,16,400
12,25,50
25,22,100
25,41,50
49,15,400
31,2,50
27,43,100
19,1,50
26,22,400
34,1,400
34,0,100
48,10,400
24,32,100
42,38,50
10,2,400
9,4,200
1,36,400
3,32,400
9,39,200
8,4,400
10,43,200
27,31,200
9,10,400
25,19,50
38,30,50
23,27,50
26,37,100
26,37,200
14,11,200
32,48,400
24,46,200
30,41,400
27,11,400
13,35,100
12,2,400
22,10,400
7,14,400
44,1,100
15,44,200
15,37,50
23,8,400
45,37,50
16,49,400
42,2,50
17,40,50
19,48,200
31,43,50
44,22,200
15,49,400
46,30,100
12,35,100
0,45,50
48,34,100
7,5,50
18,28,50
28,47,50
28,27,100
22,18,200
47,49,400
36,29,100
8,31,100
18,32,400
27,4,50
33,49,100
35,25,400
15,23,200
2,49,50
34,38,400
39,27,50
9,4,200
21,40,200
44,30,100
2,30,200
6,19,50
18,8,400
26,13,200
2,27,50
14,47,100
13,32,400
12,22,400
41,37,100
46,35,100
45,11,200
24,13,200
17,5,50
43,21,100
41,46,50
6,18,50
42,9,50
9,11,200
6,29,50
28,2,200
10,25,400
9,31,400
44,8,100
13,48,100
18,25,100
7,24,200
14,47,50
7,48,100
37,28,400
25,13,200
13,37,400
16,44,200
3,7,50
29,8,100
16,34,200
17,46,50
5,46,50
2,40,400
48,37,200
39,23,50
9,6,100
36,10,100
41,43,50
27,46,50
0,41,50
5,27,50
32,40,50
2,26,200
22,31,200
48,43,200
8,49,100
14,38,400
12,47,400
35,20,100
4,32,400
23,32,50
37,18,100
23,12,400
12,47,200
23,39,100
27,17,200
25,4,200
12,42,50
42,31,100
44,40,400
3,39,50
32,5,200
13,1,200
3,16,100
47,36,200
37,24,50
42,47,200
2,3,100
47,7,200
21,14,100
1,16,50
3,17,50
38,14,50
49,10,200
25,40,100
24,11,50
39,25,200
46,49,50
23,37,100
6,45,200
10,14,400
34,43,100
29,8,100
37,1,50
8,19,50
13,30,200
6,31,100
43,37,200
3,22,50
16,4,200
37,13,200
38,19,50
37,0,100
38,48,200
42,1,100
42,44,400
34,25,400
27,12,400
14,27,400
34,12,400
3,22,100
0,22,100
44,7,200
28,44,50
41,48,400
37,39,200
36,23,100
2,18,50
24,30,100
10,23,400
41,17,100
1,0,50
6,46,200
5,19,100
49,5,400
48,40,50
2,29,50
7,1,200
39,35,50
7,35,200
19,29,200
10,8,200
40,23,200
